ATT1(float,1);ATT2(float,1);ATT3(string,10);
0.327;0.928;aaaa;
0.783;0.604;aaaaaaaaa;
0.181;0.0874;aaaaa;
0.187;0.224;aaaaaaaaa;
0.226;0.0811;aaaaaaaaaa;
0.733;0.301;aaaaaaaaa;
0.403;0.595;a;
0.804;0.937;aaaaaaaaaa;
0.129;0.522;aaaaaa;
0.723;0.0504;aaaaaaaa;
0.971;0.624;aaaaaaaaa;
0.607;0.445;aa;
0.572;0.566;aaaaaa;
0.676;0.849;aaaaa;
0.794;0.983;aa;
0.201;0.105;aaa;
0.589;0.817;aaaaaaaaa;
0.0729;0.645;aaa;
0.307;0.234;aaa;
0.32;0.326;aaaaaaaaa;
0.628;0.06;aaaaaa;
0.728;0.902;aaaaaaaaaa;
0.604;0.518;aaaaaa;
0.277;0.189;aaaaaaaaa;
0.655;0.479;aaa;
0.142;0.618;aaaaaaaaa;
0.96;0.135;a;
0.397;0.935;aaaaa;
0.0375;0.583;aaaaaaa;
0.92;0.221;aaaaaa;
0.377;0.705;aaaaaaaa;
0.295;0.871;aaaaaa;
0.474;0.907;aaaaaaaa;
0.43;0.0942;aa;
0.684;0.629;aaaaaaaaa;
0.134;0.548;aaaaaaaa;
0.639;0.901;a;
0.929;0.0364;aaa;
0.439;0.281;a;
0.185;0.932;aaaaaaaaa;
0.939;0.293;aaaaaaaa;
0.0115;0.492;aaaaa;
0.187;0.0482;aaaa;
0.667;0.238;aaaaaa;
0.648;0.45;aaaaaaaa;
0.0305;0.96;aaaaaa;
0.486;0.759;aaa;
0.584;0.488;aaaaaaaaa;
0.758;0.331;aaa;
0.262;0.607;aaaaaaaaa;
0.766;0.249;a;
0.602;0.723;aaaaaaaaaa;
0.32;0.0845;aaaaaa;
0.437;0.814;aaaaa;
0.567;0.545;aaaaa;
0.479;0.872;aaaaaa;
0.476;0.887;aaaa;
0.755;0.649;aaaaaaaaaa;
0.191;0.78;aaaaaaa;
0.461;0.524;aaaaaaaa;
0.919;0.0799;aa;
0.221;0.806;a;
0.756;0.485;aaaaaaa;
0.0725;0.0317;aaaaaaaaa;
0.37;0.133;a;
0.668;0.895;aaaaaaa;
0.717;0.904;aaaaaaaaa;
0.553;0.344;aaaaaaaaa;
0.369;0.675;aaaaaaaa;
0.778;0.918;aaaaaaaaaa;
0.785;0.784;a;
0.427;0.177;aaaaaaaaaa;
0.867;0.642;a;
0.919;0.0298;aaaaaaaa;
0.898;0.617;aaaaaaa;
0.71;0.595;aaaaa;
0.158;0.113;aaa;
0.977;0.638;a;
0.53;0.114;aaaaaaa;
0.203;0.803;a;
0.247;0.611;aaaaaaaaaa;
0.471;0.416;aaaaaaaa;
0.822;0.864;a;
0.362;0.596;aa;
0.581;0.756;aaaaaaaaa;
0.337;0.781;aaaa;
0.121;0.116;aaaaaaaa;
0.133;0.635;aaaaaaaa;
0.606;0.157;aaa;
0.973;0.0258;aaaaaa;
0.946;0.91;aaaa;
0.282;0.141;aaaaaaaaaa;
0.973;0.215;aaaa;
0.248;0.683;aaaaaaaaa;
0.491;0.171;aaaaaaaaa;
0.196;0.253;aaaaaaaa;
0.806;0.941;aaaaaaaaa;
0.779;0.989;aaaaaa;
0.788;0.67;aaaaaa;
0.72;0.734;aaaaaaa;
0.426;0.581;aa;
0.038;0.286;aaaaaaaaaa;
0.00494;0.13;aaaaaaa;
0.0412;0.592;aaaaa;
0.734;0.235;aaaa;
0.507;0.094;aaaaaaaaa;
0.166;0.782;aaaaaaa;
0.0336;0.669;aaaaaaaaa;
0.743;0.00937;aaaaaaaaa;
0.238;0.505;aaaaaaaaa;
0.333;0.73;aaa;
0.0742;0.175;aaaaaaa;
0.59;0.156;aaaaaaaaaa;
0.507;0.813;aaa;
0.745;0.0758;aaaa;
0.964;0.502;aaaaaaaaaa;
0.619;0.276;aaaaaaa;
0.787;0.738;aaaaaaaa;
0.628;0.944;aaa;
0.688;0.564;aaaaaaaaaa;
0.336;0.709;a;
0.213;0.933;aaaaaaa;
0.856;0.965;a;
0.624;0.34;aaa;
0.511;0.51;aaaaaaaa;
0.0525;0.674;aaaaaaaa;
0.305;0.276;aaaaa;
0.88;0.202;aa;
0.435;0.276;aaaaaaaaa;
0.941;0.35;aaaaaaa;
0.829;0.937;aaaaaaaa;
0.591;0.403;aaaaaaaa;
0.578;0.808;aaaa;
0.33;0.625;aaaaaaaa;
0.766;0.851;aaaaaaaaaa;
0.633;0.726;aaa;
0.63;0.151;aaaa;
0.837;0.455;aaaaaaaaa;
0.887;0.0397;aaaaa;
0.0445;0.605;aaaa;
0.698;0.47;aaaa;
0.815;0.884;aaaa;
0.292;0.408;aaaaa;
0.046;0.386;aaaaa;
0.798;0.716;aa;
0.458;0.572;aaaaaa;
0.186;0.228;a;
0.164;0.731;aaaaaaaaaa;
0.256;0.128;aaaaaaaaa;
0.934;0.0545;aaaaaa;
0.365;0.502;aaaaaaaa;
0.357;0.474;aa;
0.365;0.87;aaaaaaaaaa;
0.648;0.43;aaa;
0.223;0.482;aaaaaaaaa;
0.153;0.164;aaaaaaaaaa;
0.477;0.239;aaaaaaa;
0.382;0.944;aaaaaaaa;
0.709;0.458;aaaaaaa;
0.879;0.275;aaaaaa;
0.867;0.779;a;
0.89;0.00871;aaaaaaaa;
0.0873;0.0599;aaaaaaaa;
0.12;0.245;aaaaaaaaa;
0.259;0.882;aa;
0.431;0.611;aaaaaaaa;
0.697;0.892;aaaaaaa;
0.357;0.734;aaaa;
0.226;0.189;aaaaaaaaaa;
0.401;0.982;a;
0.848;0.429;aaaaaaaa;
0.422;0.593;aaaaa;
0.72;0.925;aaaaaaaaaa;
0.571;0.168;aaaaaaaaaa;
0.278;0.963;aaaaaa;
0.0713;0.066;aaaaaaaaa;
0.38;0.121;aaaaa;
0.332;0.639;aaaaaaaaaa;
0.823;0.736;aaaaa;
0.676;0.317;aaaa;
0.58;0.0913;aaa;
0.311;0.437;aaaaa;
0.774;0.821;aa;
0.731;0.684;aaaaa;
0.00197;0.967;aaaaa;
0.745;0.0995;aaaa;
0.104;0.237;aaaaaaaaa;
0.313;0.0823;a;
0.472;0.57;aaaaa;
0.428;0.0342;aaaaaaaa;
0.945;0.889;aaaa;
0.403;0.933;aaaa;
0.477;0.774;aaa;
0.594;0.329;aaaaaaaaa;
0.782;0.698;aaaaa;
0.114;0.345;a;
0.221;0.889;aaaaaa;
0.493;0.48;aaaaaaa;
0.751;0.996;aaaaaaa;
0.607;0.796;aaaaaa;
0.0836;0.71;aaaaaaa;
0.636;0.548;aaaa;
0.253;0.945;aaaaa;
0.775;0.879;aaaaaaaa;
0.923;0.161;aaaaa;
0.564;0.0338;aaaaaaaa;
0.954;0.61;aaaaaa;
0.616;0.502;aaaaaaaaa;
0.204;0.886;aaaa;
0.952;0.814;aa;
0.516;0.976;aaaaa;
0.466;0.48;aaaaaa;
0.119;0.31;aaaa;
0.557;0.84;aaa;
0.261;0.547;aaa;
0.305;0.76;a;
0.326;0.24;aaaa;
0.739;0.111;a;
0.463;0.485;aaaaaaaaa;
0.0763;0.978;aaaa;
0.00728;0.741;aa;
0.922;0.686;aaa;
0.352;0.796;aaaa;
0.961;0.775;aaaaaaaa;
0.342;0.482;aaaaaa;
0.666;0.226;aaaaaa;
0.293;0.353;aaaaaaaaa;
0.907;0.936;aaaa;
0.587;0.713;aa;
0.944;0.033;aaa;
0.0153;0.0679;a;
0.524;0.511;aaaaaaaaa;
0.813;0.249;aaaaaaaaa;
0.294;0.0492;aa;
0.839;0.91;aaaaaa;
0.0335;0.0333;aaaaa;
0.809;0.945;aaaaaaaaaa;
0.882;0.495;aaaaa;
0.211;0.915;aaaaaaaaa;
0.504;0.45;aaaaa;
0.875;0.457;aaaaaaaaaa;
0.535;0.29;aaaaa;
0.845;0.149;aaaaaaaa;
0.0135;0.751;a;
0.512;0.814;aaaaaa;
0.000868;0.605;aaaaaaaaa;
0.631;0.752;aaaaaa;
0.508;0.0499;aaa;
0.00546;0.0121;aaa;
0.433;0.257;aaaaaaaaa;
0.0588;0.794;aaaaaaa;
0.791;0.625;aaaaa;
0.627;0.302;aa;
0.494;0.256;aaaaaa;
0.712;0.2;aaaaaaaaa;
0.622;0.587;aaaaaaa;
0.792;0.773;aaaaaaaa;
0.211;0.347;a;
0.361;0.129;aa;
0.543;0.511;aaaaaaaaaa;
0.515;0.108;aaaaaaaaaa;
0.12;0.984;a;
0.283;0.326;aa;
0.665;0.136;aa;
0.255;0.62;aa;
0.775;0.482;a;
0.323;0.481;aaaaaaa;
0.585;0.896;a;
0.223;0.871;aaaaaaaa;
0.971;0.747;aaaaaaaaa;
0.736;0.165;aaaaaa;
0.846;0.678;aaaaaaaa;
0.469;0.00156;aaaa;
0.69;0.444;aaaaaa;
0.917;0.886;aaaaaaaaa;
0.893;0.458;aaa;
0.403;0.284;aaaaaaaaa;
0.545;0.936;aaa;
0.15;0.625;aaaaaaa;
0.647;0.145;aaa;
0.568;0.309;aaaaa;
0.385;0.493;aaaaaaaaaa;
0.84;0.0861;aaaaaaaa;
0.239;0.0288;aaaaaaaaaa;
0.124;0.26;aaaaaaa;
0.964;0.542;aaaaaaa;
0.312;0.224;aaaaaaa;
0.197;0.297;aaa;
0.442;0.533;aaaa;
0.729;0.312;aaaaaaaaa;
0.198;0.863;aaaaa;
0.267;0.694;aa;
0.0458;0.859;aaaaaaaa;
0.477;0.99;a;
0.3;0.878;a;
0.00921;0.351;aaaa;
0.402;0.771;aaaaaaa;
0.829;0.023;aaaaaaaaa;
0.881;0.105;aaaaaa;
0.578;0.0656;aaaa;
0.858;0.428;aaaa;
0.942;0.897;aaaaaaaaaa;
0.713;0.613;a;
0.947;0.851;aaaaaaaaa;
0.949;0.809;a;
0.853;0.806;aaaaa;
0.864;0.266;aaaaaaa;
0.102;0.272;aaaaaaaaa;
0.805;0.247;aaaaaa;
0.831;0.97;aa;
0.204;0.88;aaaa;
0.987;0.343;a;
0.531;0.155;aa;
0.616;0.935;aaaaa;
0.748;0.271;aaaaaaaaa;
0.625;0.0291;aaaa;
0.658;0.398;a;
0.449;0.602;aaaaa;
0.557;0.378;a;
0.728;0.0487;aa;
0.0225;0.686;aaaaaaaa;
0.96;0.147;aaaaaaaaaa;
0.723;0.807;aaaaa;
0.108;0.824;aa;
0.236;0.675;aaaaaaa;
0.766;0.544;aaaaaaaaaa;
0.51;0.907;aaaaaaaaaa;
0.693;0.833;aaaaaaa;
0.604;0.864;a;
0.467;0.943;a;
0.0416;0.497;aaaaaa;
0.243;0.907;aaaaaaaaa;
0.0169;0.0593;aaaaaaa;
0.892;0.784;aaaaaaa;
0.176;0.269;aaaaaaaaaa;
0.95;0.311;aaaaaa;
0.285;0.00397;aaaaaaaaaa;
0.732;0.162;aaaaa;
0.0488;0.1;aaaaaaa;
0.737;0.426;aaaaaaaaaa;
0.471;0.5;aa;
0.974;0.773;aaaa;
0.0276;0.335;aaaaaaaaaa;
0.526;0.264;aaaa;
0.897;0.823;aaaaaaa;
0.3;0.939;aaaaaaaaa;
0.32;0.393;aaaaaaaa;
0.128;0.129;aa;
0.142;0.0206;aaaa;
0.109;0.754;aaaaaaaa;
0.701;0.566;aa;
0.0284;0.181;aaaa;
0.565;0.0495;aaaaa;
0.763;0.504;aaaaa;
0.281;0.0881;a;
0.0316;0.238;aa;
0.05;0.696;a;
0.109;0.743;aaa;
0.37;0.251;aaaaa;
0.272;0.179;aaaaaaaaaa;
0.437;0.955;a;
0.819;0.924;aa;
0.394;0.452;aaaaaaaaa;
0.397;0.869;aaaa;
0.437;0.139;aaaaa;
0.321;0.545;aa;
0.0695;0.819;aaaaaaaa;
0.108;0.916;aaaaaa;
0.857;0.388;aaa;
0.104;0.805;aa;
0.107;0.66;aaa;
0.366;0.73;aaaaaaaaaa;
0.0875;0.526;aaaaaaa;
0.00264;0.932;a;
0.365;0.249;aa;
0.0278;0.35;aaaaaaa;
0.447;0.71;aaaaaaaaa;
0.341;0.266;aaaaaa;
0.252;0.84;aaaaaaaaa;
0.361;0.483;aaaaaaa;
0.806;0.145;aaaa;
0.435;0.999;aaaaaa;
0.598;0.456;aaaaaaaaaa;
0.842;0.137;aaaaaa;
0.603;0.0569;aa;
0.346;0.203;aaaaa;
0.0124;0.924;aaaaaaa;
0.152;0.458;aaaaaaaaa;
0.81;0.23;aaaaa;
0.0694;0.153;aaaa;
0.568;0.784;aaaaaaa;
0.0324;0.689;aaaaa;
0.38;0.755;aaaaaaa;
0.174;0.647;aaaaaaaaa;
0.871;0.768;aaaa;
0.108;0.932;aaaaaaa;
0.808;0.889;aaaaaaaaaa;
0.137;0.806;aaaaaaaa;
0.911;0.523;aaaaa;
0.411;0.0531;a;
0.621;0.483;aaaaa;
0.0748;0.661;aaaaaa;
0.613;0.861;aaaaa;
0.663;0.596;aaaaaaa;
0.238;0.94;a;
0.405;0.0754;aaaaaaaa;
0.169;0.107;aaaa;
0.304;0.148;aaaaaaa;
0.179;0.111;aaaaaaa;
0.114;0.6;aaaaaaaaaa;
0.467;0.494;aaaaaaa;
0.314;0.49;aaaaa;
0.00852;0.503;aaaaaaaaa;
0.461;0.0315;aaa;
0.414;0.716;aaaaaaaaaa;
0.901;0.0708;aa;
0.582;0.757;aaaaa;
0.219;0.545;a;
0.551;0.881;aaa;
0.934;0.736;aa;
0.181;0.363;aaaaaa;
0.504;0.0106;aaaaaaa;
0.496;0.342;a;
0.13;0.39;a;
0.889;0.615;aaaaa;
0.678;0.712;aa;
0.498;0.128;a;
0.543;0.569;aaaaaaaaaa;
0.849;0.462;a;
0.166;0.337;aaaaa;
0.198;0.106;aaaaaaa;
0.351;0.109;aaaaaa;
0.831;0.658;aa;
0.697;0.0336;aaaaaaa;
0.268;0.839;aaa;
0.497;0.173;aa;
0.783;0.37;aaa;
0.545;0.646;a;
0.603;0.0613;aaaa;
0.456;0.794;a;
0.267;0.67;aaaaaa;
0.615;0.982;aaa;
0.662;0.925;a;
0.128;0.824;aaa;
0.682;0.165;aaaaaaaa;
0.566;0.0903;aaaaaaaaa;
0.198;0.934;a;
0.275;0.307;aaaaaaa;
0.289;0.389;aaaaaaaa;
0.838;0.92;aaa;
0.268;0.422;aaaaaaaaaa;
0.233;0.279;aa;
0.201;0.378;aaaaaaaa;
0.729;0.344;aaaaaa;
0.157;0.895;aaaaa;
0.63;0.377;a;
0.716;0.947;aaa;
0.904;0.653;aaaaaaa;
0.221;0.863;aa;
0.0453;0.958;aaaaaaaaaa;
0.291;0.186;aaaaaaaaa;
0.613;0.175;aaaaaa;
0.335;0.582;aa;
0.123;0.956;aaaaaaaaaa;
0.444;0.171;aaaaaa;
0.469;0.933;aa;
0.879;0.047;aaaaaaaaaa;
0.0141;0.835;aaaaaaaaaa;
0.248;0.733;aaaaaaaa;
0.707;0.317;aaaaaaaaaa;
0.625;0.231;aa;
0.181;0.715;aaa;
0.714;0.16;aaaaa;
0.732;0.747;aaa;
0.268;0.657;aaaa;
0.937;0.56;a;
0.166;0.45;aaa;
0.512;0.574;aaaaaa;
0.204;0.549;aaaa;
0.398;0.296;aaaaaaaaaa;
0.703;0.593;aaaaa;
0.979;0.527;aaaaaa;
0.95;0.786;aa;
0.268;0.525;aaaaaaa;
0.311;0.593;aaa;
0.986;0.0211;aaaaa;
0.919;0.4;aa;
0.605;0.12;a;
0.197;0.128;aaa;
0.906;0.5;aaaaaaaaa;
0.132;0.0233;aaaaaaa;
0.371;0.0847;aaa;
0.656;0.743;aaa;
0.269;0.711;aaaaaaaaaa;
0.382;0.0792;aaaaaaaaaa;
0.562;0.412;aaa;
0.925;0.431;aaaa;
0.703;0.938;aa;
0.166;0.0274;aaa;
0.159;0.227;aaaaaaa;
0.699;0.497;aaaa;
0.234;0.722;aaaaaaa;
0.354;0.903;aaaa;
0.641;0.825;aaaaaa;
0.879;0.856;aaaaaaaa;
0.844;0.365;aaaa;
0.979;0.419;aaaaaa;
0.38;0.781;a;
0.256;0.945;aa;
0.914;0.267;aaaaa;
0.0329;0.727;aaaaaaaaaa;
0.375;0.302;aaaaaaa;
0.718;0.71;aaaaaaaaa;
0.751;0.347;aaaaaaaaa;
0.991;0.671;aaaa;
0.012;0.206;a;
0.338;0.285;aaaaaaaa;
0.492;0.59;a;
0.00227;0.389;aaaaaaa;
0.504;0.664;aaaaa;
0.913;0.355;aaaaa;
0.297;0.701;aaaa;
0.633;0.805;aa;
0.938;0.0644;aaaaaaaa;
0.192;0.739;aaaaaaa;
0.604;0.939;aaaaaa;
0.698;0.418;aaaaa;
0.476;0.549;aaaaaaaaaa;
0.932;0.297;aaaaaa;
0.342;0.957;aaaaa;
0.986;0.84;aaaaaa;
0.301;0.769;aaaa;
0.587;0.728;aaaaaaa;
0.487;0.789;aaaaaaa;
0.022;0.0136;aaaaaaaaaa;
0.291;0.695;aaaaa;
0.967;0.068;aaa;
0.275;0.4;aaaaaaaa;
0.933;0.775;a;
0.586;0.597;aaaaa;
0.594;0.389;aa;
0.595;0.654;a;
0.343;0.127;aaa;
0.283;0.645;aaaaaaaaaa;
0.534;0.186;aaaaaaaaaa;
0.722;0.205;aaaaaaaa;
0.197;0.906;a;
0.61;0.814;aa;
0.828;0.204;aaaaaaaaa;
0.171;0.927;aaaaaa;
0.348;0.846;aaaaaaaaaa;
0.605;0.776;aaaaaaaaaa;
0.00975;0.581;aaa;
0.79;0.826;aaaaaaaaa;
0.303;0.744;aaaaaa;
0.803;0.0733;aaaaaaaaaa;
0.35;0.829;aaaaaaa;
0.0623;0.602;aa;
0.0328;0.851;a;
0.429;0.456;aaaaaaaaa;
0.817;0.975;aaaaaaa;
0.708;0.247;aaaaaaaaa;
0.235;0.711;aaaa;
0.0961;0.885;aa;
0.868;0.0455;aa;
0.385;0.933;aaaaa;
0.103;0.494;a;
0.832;0.597;aaaaaaaaa;
0.637;0.654;aaaa;
0.317;0.802;aaaaaa;
0.178;0.639;aaaa;
0.693;0.999;aaaaaaa;
0.673;0.81;aa;
0.7;0.601;aaaaaaa;
0.0324;0.663;aaaaaa;
0.971;0.268;aaaa;
0.949;0.551;aaaaaaaa;
0.0138;0.536;aaaa;
0.571;0.112;aaa;
0.647;0.867;aaaaaaaaa;
0.225;0.0111;aa;
0.81;0.485;a;
0.128;0.158;a;
0.721;0.504;aaaaaa;
0.56;0.716;a;
0.129;0.251;aaaaaaaa;
0.831;0.739;aaaaaa;
0.682;0.189;aaaaaaaaa;
0.671;0.81;aaaaaa;
0.458;0.276;aaaaaaaaa;
0.164;0.272;aaaaa;
0.591;0.887;aaaaaaa;
0.477;0.741;aaaaaaaa;
0.15;0.0692;aaa;
0.723;0.693;aaaaaaaa;
0.828;0.195;a;
0.409;0.0305;aaaa;
0.989;0.947;aaaaaaaaaa;
0.942;0.788;aaaaa;
0.451;0.566;aaaaaaaaaa;
0.0229;0.275;aaaaaaaaa;
0.579;0.606;aaaaaaaa;
0.663;0.123;aaaaa;
0.991;0.971;aaaa;
0.807;0.798;aaaaa;
0.86;0.0139;aaaaaaa;
0.197;0.201;aaaaaaaaaa;
0.281;0.276;aaaaaaaaaa;
0.845;0.169;a;
0.0889;0.089;aaaaaaaa;
0.525;0.00259;a;
0.629;0.39;aaaaaaaaaa;
0.208;0.245;aaa;
0.375;0.683;aaaa;
0.648;0.0514;aaaaaaaaa;
0.37;0.398;aaaaaaaa;
0.291;0.779;aaaaaaa;
0.778;0.141;aaaaaaaaaa;
0.762;0.733;aaaaaaaaa;
0.00786;0.631;aaaaaaaaa;
0.322;0.785;aa;
0.418;0.458;aaaa;
0.024;0.808;aaaaa;
0.288;0.0031;aaaaaa;
0.141;0.835;aaaaaaaaaa;
0.0697;0.972;aaaaaa;
0.5;0.583;aaaa;
0.995;0.486;aaaaa;
0.666;0.885;aaaaaaaaa;
0.693;0.498;aaaaaaaaa;
0.0533;0.377;aaaaaaaa;
0.325;0.239;aaa;
0.616;0.804;aaaaaaaaaa;
0.137;0.425;aaaa;
0.137;0.397;aaaaaaa;
0.356;0.356;aaaa;
0.0719;0.447;aaaaaaaaaa;
0.0596;0.823;aaaaaa;
0.925;0.487;a;
0.425;0.89;aaaaaa;
0.913;0.265;aaaaa;
0.778;0.166;aaa;
0.612;0.0162;aaaaaa;
0.851;0.525;aaaaaaaaaa;
0.986;0.161;aaaaaaa;
0.167;0.436;aa;
0.632;0.437;aa;
0.743;0.576;aaaaaaaaa;
0.193;0.751;aaaa;
0.351;0.5;aaa;
0.263;0.501;aa;
0.266;0.221;aaaaa;
0.616;0.296;aaa;
0.969;0.113;aaaaaa;
0.695;0.438;aaaaa;
0.233;0.542;aaaaaaaa;
0.403;0.425;aaaaaaa;
0.0719;0.862;aa;
0.298;0.36;aaaaaaa;
0.664;0.293;aaaaaaaaa;
0.63;0.147;aaaaaaaaaa;
0.203;0.903;aa;
0.959;0.599;aaaaaaaaaa;
0.516;0.671;aaaaaaaa;
0.535;0.197;aa;
0.193;0.964;aaaaaaaa;
0.5;0.00341;aaaaaaa;
0.861;0.619;aa;
0.433;0.262;aaaaa;
0.706;0.964;aaaaaaa;
0.97;0.865;aa;
0.544;0.0723;aaaaa;
0.526;0.501;aaaaaaa;
0.119;0.362;aa;
0.442;0.171;aaaaa;
0.142;0.141;aaaaaaaaa;
0.831;0.382;aaaaaa;
0.243;0.817;aaaaa;
0.745;0.471;aaaaaaaaa;
0.523;0.69;aaaa;
0.966;0.72;a;
0.659;0.258;a;
0.636;0.153;aaaaaaaa;
0.148;0.146;aaaaaaaaa;
0.624;0.778;aaaa;
0.699;0.864;aaaaaaaaaa;
0.389;0.868;aaaaa;
0.281;0.611;aaaaa;
0.418;0.337;aaaaaa;
0.365;0.784;aaaa;
0.182;0.683;aa;
0.231;0.96;aaaaaaaaaa;
0.158;0.683;aa;
0.256;0.864;aaa;
0.539;0.141;aaa;
0.109;0.532;aaaaaaaa;
0.479;0.586;aaaa;
0.0863;0.561;aaaaaaaaa;
0.747;0.326;aaaaaaaaaa;
0.168;0.401;aaaa;
0.713;0.394;aaaaaa;
0.371;0.689;aaaa;
0.982;0.43;a;
0.357;0.145;aaaaaaa;
0.134;0.139;aaaaaaa;
0.135;0.958;aaaaa;
0.519;0.673;a;
0.122;0.93;aa;
0.523;0.289;aaa;
0.825;0.49;aaaaaa;
0.997;0.285;a;
0.303;0.477;aaaaaaa;
0.327;0.696;a;
0.657;0.246;aaaaa;
0.756;0.731;aaaaaaaaa;
0.0655;0.59;aaaaaaa;
0.707;0.316;aaa;
0.164;0.169;aaaaaa;
0.854;0.419;aaaaaaaaa;
0.364;0.355;aaaaaaaa;
0.231;0.0802;aaaaaaaaa;
0.127;0.658;aa;
0.374;0.656;aaaaa;
0.727;0.475;aaaaaaaa;
0.314;0.436;a;
0.181;0.535;aaaaaaa;
0.138;0.374;aaaaa;
0.92;0.182;aaaaaa;
0.57;0.916;aaaa;
0.0406;0.41;aaaaaaaa;
0.916;0.392;aaaaaa;
0.808;0.206;aaaaaaaaaa;
0.408;0.752;aaaaaa;
0.705;0.366;aaa;
