ATT1(float,1);ATT2(float,1);ATT3(string,10);
0.941;0.103;aaaaaaaaa;
0.976;0.926;aaaaaaaaaa;
0.46;0.571;aaaaaaaa;
0.84;0.902;aaaaaaaaaa;
0.129;0.396;aaaa;
0.247;0.656;aaaaaaaaaa;
0.709;0.541;a;
0.107;0.211;aa;
0.976;0.365;aaaaa;
0.519;0.732;aaaaaaaaaa;
0.709;0.483;aaaaaaaaaa;
0.562;0.357;aaaaaaa;
0.572;0.429;aaaaaaaa;
0.155;0.371;a;
0.499;0.167;aaa;
0.554;0.551;aaaaaaaa;
0.144;0.267;aaa;
0.829;0.644;aaaaaaaaa;
0.499;0.129;aaaa;
0.0856;0.498;aaaa;
0.242;0.629;aa;
0.273;0.67;aaaaaaa;
0.678;0.939;aaaaaaaa;
0.142;0.0358;aaaaaaaaa;
0.32;0.416;aaaa;
0.533;0.378;a;
0.0179;0.457;aaaa;
0.849;0.477;aaaaaaaa;
0.497;0.479;a;
0.538;0.693;aaaaaaaa;
0.68;0.982;aaaaaaaaa;
0.941;0.0894;aaaaaaaaaa;
0.473;0.127;aaaaaa;
0.581;0.786;aaaaaaaaa;
0.533;0.0842;aaaaaaaaa;
0.363;0.424;aaaaaaa;
0.735;0.329;aaaaaaaaaa;
0.0251;0.601;aaaaaaaaaa;
0.789;0.129;aaaa;
0.558;0.61;aaaaaa;
0.121;0.839;aaaa;
0.443;0.172;aaaa;
0.251;0.651;aaaaaaaaaa;
0.505;0.417;aaa;
0.236;0.292;aaaa;
0.234;0.999;aaaaa;
0.133;0.637;aaaa;
0.628;0.0967;aaaaa;
0.649;0.282;aaaaaaaaa;
0.233;0.371;aa;
0.423;0.506;aaaaaaaaa;
0.602;0.638;a;
0.165;0.565;aaaa;
0.00142;0.159;aaaaaaaaaa;
0.391;0.994;aaaaaaaaa;
0.251;0.194;aaaa;
0.464;0.765;aaaaaaa;
0.577;0.362;aaa;
0.473;0.982;a;
0.751;0.541;aa;
0.695;0.663;aaaaaaaa;
0.35;0.424;aa;
0.766;0.0475;aaaaaaaa;
0.463;0.425;aa;
0.639;0.604;aaa;
0.313;0.936;aaaaaaaaa;
0.856;0.392;aaaaaaaaaa;
0.369;0.0351;aaaaaaa;
0.898;0.216;aaa;
0.693;0.754;a;
0.234;0.269;aaaaaaaaaa;
0.447;0.954;a;
0.581;0.343;aa;
0.141;0.885;aaaaaaaaa;
0.762;0.487;aaaa;
0.617;0.426;aaaaaaaaaa;
0.987;0.84;a;
0.261;0.285;aaaaaaaa;
0.36;0.264;aaaaa;
0.56;0.766;a;
0.903;0.143;aaaaa;
0.38;0.248;aaaa;
0.248;0.388;aaaa;
0.366;0.444;aaaaaa;
0.231;0.614;aaaaaaaaa;
0.767;0.445;aaaaaaaaa;
0.412;0.868;a;
0.314;0.511;aaaaaa;
0.231;0.835;aaaa;
0.283;0.562;aaaaaaaa;
0.912;0.435;a;
0.916;0.97;aaaa;
0.902;0.691;aaaaaaaa;
0.754;0.263;aaaaaaaa;
0.971;0.299;aaa;
0.59;0.826;aaaaaaa;
0.563;0.831;aaaaaaa;
0.12;0.895;aaaaaaaa;
0.348;0.666;aaa;
0.596;0.323;aaaaaaaa;
0.608;0.622;aaaaa;
0.86;0.0234;aaaaaaaaaa;
0.735;0.289;aa;
0.546;0.143;aaaaaaaaa;
0.836;0.0441;aa;
0.791;0.225;aa;
0.163;0.599;aa;
0.76;0.839;aaaaaaaaaa;
0.484;0.124;aaa;
0.488;0.465;aaaaaaaa;
0.776;0.292;aaaa;
0.205;0.607;a;
0.633;0.564;aaaa;
0.238;0.0974;aaaaaa;
0.192;0.948;aaaaaaaaa;
0.792;0.116;aaaaaaaa;
0.442;0.753;aaaaaaa;
0.43;0.243;aaaa;
0.523;0.174;aaaaaaaa;
0.366;0.565;aaaaaa;
0.94;0.0189;aaaaaaa;
0.991;0.178;aaaaa;
0.0414;0.215;aaaaa;
0.701;0.51;aaaaaaaa;
0.635;0.265;aa;
0.582;0.425;aaaaaaaa;
0.475;0.613;aaaa;
0.104;0.673;aaaaaaa;
0.834;0.746;aaaaa;
0.488;0.51;aaaaaaaa;
