ATT1(float,1);ATT2(float,1);ATT3(string,10);
0.655;0.138;aaaaaaaaaa;
0.495;0.888;aaaaaa;
0.261;0.11;aaa;
0.6;0.16;aa;
0.602;0.598;aaa;
0.0232;0.387;a;
0.0563;0.0824;aaaaaaaaa;
0.605;0.758;a;
0.209;0.373;a;
0.531;0.147;aaaaaaaaa;
0.172;0.448;a;
0.0268;0.908;aaaaa;
0.902;0.538;aaaaaa;
0.436;0.676;aa;
0.584;0.234;aa;
0.111;0.78;aaa;
0.519;0.0255;aaaaaa;
0.644;0.456;aaaaaaaaa;
0.745;0.104;aaaaaa;
0.0858;0.314;aaa;
0.897;0.876;aa;
0.72;0.14;aaaaaa;
0.794;0.907;aaaaaaaaa;
0.575;0.288;aaaaaaa;
0.153;0.639;aaaaa;
0.0281;0.673;aaaaaaa;
0.0752;0.888;aaaaaaaaa;
0.201;0.942;aaa;
0.239;0.386;aaaaaaa;
0.887;0.905;aaaaaaaa;
0.502;0.759;aaaaa;
0.539;0.708;aaaaaaaaa;
0.54;0.273;aaaaaaaaa;
0.383;0.381;aaaaaaaaa;
0.296;0.51;aaaaaaaaa;
0.223;0.827;aaaa;
0.532;0.131;aa;
0.663;0.64;aaaaaaaa;
0.147;0.562;aaaaaa;
0.792;0.255;aaaaaaaa;
0.62;0.718;a;
0.041;0.864;aaaaaa;
0.596;0.783;aa;
0.832;0.722;aaaaaaaa;
0.963;0.684;a;
0.373;0.177;aaaaaaa;
1;0.753;aaaaaaaaa;
0.177;0.841;aaaaaaaaaa;
0.973;0.469;a;
0.598;0.719;aaaaa;
0.5;0.415;aaaaaaaaaa;
0.318;0.149;aaaaaaaa;
0.87;0.229;aa;
0.767;0.453;aaaaaa;
0.708;0.202;aaaaa;
0.66;0.118;aaaaaaaaaa;
0.285;0.599;aaaa;
0.0387;0.332;aaaa;
0.734;0.806;aaaa;
0.588;0.862;aaa;
0.526;0.691;aaaaaaaa;
0.691;0.46;aa;
0.0521;0.977;aaaaaaaaa;
0.104;0.437;a;
0.799;0.593;aaaaaaa;
0.859;0.108;aaaaaaaa;
0.986;0.998;aa;
0.048;0.133;aaaaaa;
0.542;0.82;a;
0.618;0.49;aaaaa;
0.383;0.47;aa;
0.542;0.336;aa;
0.548;0.196;aa;
0.383;0.898;aaaaaa;
0.176;0.15;aaaaaaa;
0.684;0.838;aaaaaa;
0.926;0.48;aaaa;
0.549;0.327;aaaaaa;
0.65;0.808;aaa;
0.491;0.626;aaaa;
0.558;0.489;aaaaa;
0.139;0.000286;aaaaaaa;
0.0919;0.846;aaaaa;
0.558;0.926;aaaaaa;
0.344;0.274;aaaaaaaaa;
0.765;0.173;aaaaaaaaaa;
0.669;0.403;aaaaaaaaaa;
0.822;0.118;aaaaaaaaa;
0.22;0.368;aa;
0.327;0.709;aaa;
0.0902;0.778;aaa;
0.665;0.729;aaaa;
0.0926;0.869;aa;
0.556;0.512;a;
0.379;0.989;aaaa;
0.514;0.444;aaaaaaaaaa;
0.844;0.362;aaaaaaaa;
0.995;0.128;aaaaaaa;
0.229;0.0434;aaaaaaa;
0.882;0.943;aaaaaaaaa;
0.193;0.526;aaaaaaa;
0.424;0.794;aaaaa;
0.871;0.322;aaaaaa;
0.343;0.675;aaaaaaaaa;
0.339;0.191;aaaaaaaa;
0.688;0.427;aaaaaaa;
0.244;0.635;aaaaaaaa;
0.424;0.732;aaaaaaaaaa;
0.0754;0.116;aaaaaa;
0.582;0.834;aaaa;
0.413;0.837;a;
0.767;0.796;aa;
0.604;0.326;aaaaaaa;
0.638;0.25;aaaa;
0.525;0.0154;a;
0.818;0.341;aaaaaa;
0.0749;0.00705;aaaaaaa;
0.647;0.495;aaaaaaaaaa;
0.303;0.343;aaaaaaaa;
0.0685;0.622;aaaa;
0.0828;0.106;aaaa;
0.832;0.394;aa;
0.942;0.556;aaaaaaaa;
0.274;0.518;aaaa;
0.913;0.389;aa;
0.89;0.604;aaaaaaaaaa;
0.258;0.494;aaaaaaaaaa;
0.0319;0.757;aa;
0.341;0.617;aaaaaaaaa;
0.254;0.255;aaaaaaaaaa;
0.812;0.568;aaaaaaaaaa;
0.435;0.528;aa;
0.364;0.694;aaaa;
0.179;0.237;aaaaaa;
0.463;0.598;aaaaaaa;
0.461;0.0976;a;
0.592;0.533;aaaaaaa;
0.983;0.889;aaaaaaaa;
0.989;0.143;aaaa;
0.434;0.0169;aa;
0.706;0.0917;aaaaaaa;
0.823;0.422;aaaaaaaaaa;
0.976;0.037;aaaaaaaaa;
0.992;0.753;a;
0.446;0.212;aaaa;
0.637;0.0116;a;
0.764;0.846;aa;
0.867;0.984;aaaaaa;
0.33;0.547;aaa;
0.928;0.995;aaa;
0.961;0.129;aaaaa;
0.436;0.435;aa;
0.0547;0.208;aa;
0.972;0.786;aaaaa;
0.559;0.677;aaaaaaaaaa;
0.426;0.922;a;
0.208;0.0676;aaaaaaaaa;
0.282;0.85;aaaaa;
0.81;0.233;aaaaaaaaa;
0.0881;0.38;aaa;
0.192;0.312;aaaaaaa;
0.557;0.099;aaaaaaaa;
0.868;0.603;aa;
0.174;0.0798;aaaaa;
0.695;0.66;aaaaa;
0.558;0.283;aaaaaa;
0.215;0.326;aaaaaaaa;
0.728;0.553;aaaaaa;
0.523;0.086;a;
0.33;0.197;aaaaaa;
0.281;0.432;aaaaa;
0.759;0.837;aaaaaaa;
0.706;0.88;aa;
0.273;0.0671;aa;
0.788;0.522;a;
0.911;0.921;aa;
0.88;0.865;aaa;
0.854;0.00421;aa;
0.465;0.609;aaaaaaa;
0.931;0.193;aaaaaaaaa;
0.112;0.238;aaa;
0.869;0.517;aa;
0.983;0.364;aa;
0.28;0.287;aa;
0.984;0.149;aaaaaaa;
0.65;0.371;aaaaaaaa;
0.627;0.698;aaaaaaaaaa;
0.0739;0.409;aaaaaaa;
0.957;0.397;aaa;
0.0289;0.674;aaaaaaa;
0.276;0.00264;aaaaaaaa;
0.546;0.361;aaaaaa;
0.175;0.583;aaaaa;
0.328;0.241;aaa;
0.423;0.0264;aaaa;
0.813;0.613;aaa;
0.12;0.00986;aaaaaa;
0.93;0.217;aaa;
0.388;0.163;aaaa;
0.0227;0.124;aaaaaaaaa;
0.437;0.0586;aaaaaaa;
0.0855;0.657;aaaaaa;
0.811;0.596;aaaaaa;
0.0684;0.311;aaaaaaaaaa;
0.411;0.62;a;
0.403;0.0877;aaaaaaa;
0.00569;0.193;aaaaaaaaaa;
0.896;0.516;aaaaaa;
0.164;0.506;aaa;
0.344;0.917;aaaaaaaaa;
0.153;0.082;aaaaaaa;
0.448;0.467;aaaaaa;
0.961;0.137;aaaaaaaaa;
0.752;0.108;aaa;
0.0115;0.456;aaaaaaa;
0.429;0.929;aaaaaaaaa;
0.937;0.25;aaaaaaaa;
0.468;0.176;a;
0.326;0.224;aaaaa;
0.704;0.377;aaaaaaa;
0.538;0.953;aaaaaa;
0.592;0.818;aaaaa;
0.658;0.0439;aaaaaaaaaa;
0.097;0.555;aaaaaaaaaa;
0.761;0.988;aaa;
0.443;0.129;aaaaaaaaa;
0.919;0.324;aaaaa;
0.139;0.264;aaa;
0.633;0.0535;aaaaaaaaaa;
0.893;0.905;aaaaaaaa;
0.25;0.658;aaaaaa;
0.341;0.636;aa;
0.633;0.438;aaa;
0.757;0.968;a;
0.00687;0.518;aaaaa;
0.324;0.33;aaaaaa;
0.819;0.758;aa;
0.675;0.768;aaaaaaaa;
0.175;0.545;aaaa;
0.657;0.63;aaaa;
0.241;0.318;aaaa;
0.883;0.91;aa;
0.2;0.0236;aaaaaaaa;
0.517;0.983;aaaaaa;
0.858;0.18;aa;
0.82;0.0964;aaaaaaaaa;
0.578;0.465;aaaaa;
0.344;0.0844;aaaaa;
0.993;0.568;aaaaa;
0.748;0.884;aaaaaaaaaa;
0.975;0.391;aaaa;
0.112;0.521;aaaaaaa;
0.923;0.106;aaaaa;
0.681;0.723;aa;
0.245;0.256;aaaaa;
0.263;0.0208;a;
0.84;0.531;aa;
0.368;0.279;aaa;
0.315;0.727;aaaaaaa;
0.121;0.517;aaaaa;
0.357;0.19;aaa;
0.313;0.602;aaaaaaaaaa;
0.132;0.147;a;
0.815;0.516;aaaaa;
0.00721;0.88;aaaaa;
0.581;0.2;aaaaa;
0.992;0.154;aaaaaaaaaa;
0.917;0.863;aaaaaaa;
0.0922;0.455;aaaaa;
0.588;0.64;aaaaaaaaa;
0.0764;0.997;aa;
0.57;0.236;aaaaaaaaa;
0.342;0.838;aaaaaa;
0.82;0.234;aaaaaaaaaa;
0.671;0.00664;aaaaaaaa;
0.175;0.89;aaaaaa;
0.758;0.105;aaaa;
0.179;0.805;aaaaaa;
0.161;0.154;aaaaaa;
0.618;0.567;aaaaaaaaa;
0.451;0.933;aaaaa;
0.128;0.613;aaaaaaaaa;
0.81;0.697;aaaaaaaa;
0.0554;0.509;a;
0.348;0.468;a;
0.946;0.452;aaaa;
0.609;0.394;aaaa;
0.684;0.174;a;
0.268;0.635;aaaaa;
0.357;0.979;aaaaa;
0.424;0.164;aaa;
0.374;0.357;aaaaa;
0.695;0.212;aa;
0.032;0.845;aa;
0.764;0.661;aaaaaaaaaa;
0.721;0.157;aaaaaaaa;
0.49;0.444;aaaaaaaaaa;
0.315;0.678;aa;
0.652;0.862;aaaaaaaa;
0.179;0.824;a;
0.442;0.655;aaaaaaaa;
0.955;0.594;aa;
0.803;0.0929;aaa;
0.591;0.742;aaaaaaaaaa;
0.299;0.0794;aaaaaaa;
0.793;0.906;aaaa;
0.854;0.756;aaaaaaaa;
0.354;0.598;aaaa;
0.574;0.0128;a;
0.721;0.38;aaaaaaa;
0.544;0.287;aa;
0.331;0.837;aaa;
0.16;0.581;a;
0.429;0.227;aaaaaaaaaa;
0.913;0.174;aaaaaaaaaa;
0.423;0.814;aaaaa;
0.689;0.0319;aaaaa;
0.329;0.475;aaa;
0.991;0.538;aaaaaaaaa;
0.136;0.316;aaaa;
0.429;0.0471;aa;
0.777;0.425;aaaaaaaaaa;
0.382;0.832;aaaaaaaaaa;
0.594;0.31;aa;
0.994;0.931;aaaaaa;
0.524;0.48;a;
0.333;0.332;aaaa;
0.406;0.45;aaaaaaaa;
0.766;0.672;aaaaaa;
0.672;0.949;aaaaa;
0.739;0.781;aaaaaaaaa;
0.933;0.164;a;
