ATT1(float,1);ATT2(float,1);ATT3(string,10);
0.574;0.853;aaaaaaa;
0.891;0.152;aaaa;
0.779;0.47;aaaaa;
0.347;0.229;aaaaa;
0.995;0.515;aaaaa;
0.965;0.00364;aaaaaaaaaa;
0.738;0.729;aaaaaa;
0.187;0.359;aaaaaaa;
0.46;0.432;aaaaaaaaa;
0.899;0.463;aaaa;
0.0483;0.101;aaa;
0.458;0.167;a;
0.622;0.477;aaa;
0.916;0.176;aaaaaaa;
0.961;0.73;aaaaa;
0.273;0.904;aaaaaa;
0.0722;0.927;aaaaa;
0.813;0.6;aaaa;
0.536;0.271;aaaaa;
0.00486;0.207;aaaaaaaaa;
0.106;0.968;aa;
0.0168;0.661;aa;
0.0117;0.58;aaaaaaaa;
0.264;0.527;a;
0.0674;0.0898;aaaaaa;
0.44;0.193;aaaaaaa;
0.222;0.663;aaa;
0.92;0.964;aaaaaaaa;
0.463;0.79;aa;
0.21;0.375;a;
0.371;0.391;aaaaa;
0.648;0.334;aaaaaaaaaa;
0.109;0.505;aaaaaaaa;
0.716;0.429;a;
0.0243;0.0381;aaaaaaaaa;
0.559;0.619;aaaaa;
0.0275;0.771;aaaa;
0.988;0.754;aaaa;
0.883;0.656;aaaaaaaa;
0.319;0.0907;aaaaa;
0.261;0.32;aaaaaaaa;
0.315;0.23;aaaa;
0.2;0.82;a;
0.0744;0.497;aa;
0.476;0.0965;a;
0.959;0.22;aaaaaa;
0.919;0.0424;a;
0.362;0.8;aaaaaaaa;
0.0291;0.802;aaaaaaaaaa;
0.398;0.518;a;
0.0109;0.0604;aaa;
0.824;0.763;aaaaaaaaaa;
0.351;0.0703;aaaaaaaaa;
0.205;0.271;aaaaaaa;
0.364;0.441;aaaaaaaaaa;
0.934;0.778;aaaa;
0.899;0.22;aaaaaaaa;
0.654;0.59;aaaaaaaaa;
0.962;0.53;aaaa;
0.357;0.71;aaaaaa;
0.483;0.019;a;
0.702;0.825;aaa;
0.271;0.078;aaaaaaaaa;
0.343;0.187;aaaaaaa;
0.365;0.222;aaaaaaa;
0.462;0.316;aaaa;
0.838;0.214;aaaaaaa;
0.595;0.51;aaaaa;
0.0711;0.893;aa;
0.338;0.725;aaaaaaaaaa;
0.127;0.638;aa;
0.0709;0.688;aa;
0.503;0.403;aaaaa;
0.358;0.153;aaaa;
0.109;0.217;a;
0.845;0.594;aaa;
0.931;0.932;aaaaa;
0.918;0.404;aaaaaaaaaa;
0.134;0.462;aaaaaaaa;
0.693;0.515;aaaaaaaaaa;
0.798;0.286;aaaa;
0.882;0.242;aa;
0.537;0.769;aaaaaaaa;
0.994;0.722;aaaa;
0.796;0.235;aaaaaa;
0.297;0.791;aaaaaaaaa;
0.363;0.717;aaaaaaaa;
0.0526;0.642;aaaaaaaaa;
0.581;0.227;aaaaaaa;
0.359;0.73;a;
0.465;0.591;aaaaa;
0.411;0.907;aa;
0.706;0.837;aaaa;
0.261;0.202;aaaa;
0.568;0.846;aaaaaaaaaa;
0.681;0.258;aaa;
0.528;0.462;aaaaaaaa;
