ATT1(float,1);ATT2(float,1);ATT3(string,10);
0.793;0.142;aaaaaaaaaa;
0.549;0.472;aaa;
0.876;0.404;aaaaaaaa;
0.365;0.841;aaaa;
0.635;0.0828;aaaaaaaaaa;
0.895;0.325;aaaaaaaaaa;
0.486;0.592;aaaaaaaa;
0.56;0.522;aaaaaaaa;
0.795;0.00898;aaaaaaa;
0.549;0.137;aaaaaaaaaa;
0.806;0.706;aaaaaa;
0.623;0.933;aaa;
0.619;0.733;aaaaaaa;
0.83;0.906;aaaaaaaa;
0.956;0.578;aaaaaaa;
0.155;0.0983;aaa;
0.986;0.698;a;
0.676;0.877;aaaaa;
0.789;0.269;aaaaaaaaaa;
0.308;0.523;aaaaaaaaa;
0.621;0.208;aaaaaaaaaa;
0.00373;0.831;aaa;
0.635;0.751;aaaaaaaaaa;
0.504;0.336;aa;
0.766;0.579;a;
0.787;0.356;aaaaaa;
0.832;0.124;aaaaaa;
0.397;0.897;aaaaaaa;
0.0756;0.0719;aaaa;
0.18;0.174;aa;
0.994;0.0716;aaaaaaaaa;
0.238;0.17;aaaaa;
0.462;0.816;aaaaaaaaa;
0.309;0.416;aaaaaaaaaa;
0.982;0.248;aa;
0.883;0.612;aaa;
0.0386;0.988;aaaaaaaaa;
0.472;0.345;aaaaaaaaaa;
0.0828;0.635;aaaaa;
0.181;0.907;aaaaaaaaaa;
0.855;0.717;aaaaaaaaa;
0.934;0.987;aa;
0.673;0.461;aaaaaaaaaa;
0.479;0.838;aaaaaaa;
0.182;0.228;aaaaaa;
0.999;0.0395;aaa;
0.492;0.937;aaa;
0.361;0.994;aaaa;
0.702;0.516;aaaa;
0.782;0.711;aaaa;
0.997;0.104;aaaaaaa;
0.644;0.467;aaaaaaaaa;
0.293;0.367;aaa;
0.267;0.845;aaaaaaaaaa;
0.217;0.786;aaaaaaaaaa;
0.934;0.785;aa;
0.82;0.662;aaaaaaaaaa;
0.0506;0.926;aaaa;
0.631;0.207;aaaaaaa;
0.136;0.876;aaaa;
0.454;0.121;aaaaaa;
0.739;0.31;aaaaaaa;
0.972;0.826;aaaa;
0.757;0.539;aaaaaaaaa;
0.44;0.671;aaa;
0.21;0.559;aaaaaaaa;
0.103;0.871;aaa;
0.566;0.798;a;
0.81;0.0316;aa;
0.406;0.105;aa;
0.878;0.178;aaaa;
0.0575;0.994;aaaaaaaaa;
0.153;0.188;aaa;
0.981;0.919;aaaa;
0.321;0.514;aa;
0.91;0.17;aaaaaaaaa;
0.582;0.519;aaa;
0.485;0.571;aaaaa;
0.149;0.681;aaaa;
0.582;0.843;aaaaaa;
0.51;0.225;aaaaaaaa;
0.548;0.666;aaa;
0.33;0.467;aaaaa;
0.682;0.368;aaaaaaaa;
0.879;0.919;aaaaaaaa;
0.336;0.612;aaaaaa;
0.731;0.916;aaaaa;
0.205;0.697;aaaaaaaaaa;
0.959;0.855;aaaaaaa;
0.688;0.553;aaa;
0.0993;0.565;aaaaa;
0.379;0.993;a;
0.829;0.724;aaaaaaaaa;
0.173;0.678;aaaaa;
0.982;0.168;aaaaa;
0.511;0.166;aaaaaaaaaa;
0.0113;0.548;aaaaaaaaa;
0.66;0.177;aaaaaaaaaa;
0.253;0.876;aaaaa;
0.844;0.0436;aaa;
0.0763;0.657;aaaaaaa;
0.804;0.366;aaaaaaaaaa;
0.226;0.475;a;
0.314;0.151;aaaa;
0.223;0.143;aaaa;
0.531;0.843;aaa;
0.898;0.126;a;
0.033;0.515;a;
0.137;0.187;aaaaa;
0.6;0.517;aa;
0.414;0.438;aa;
0.64;0.727;aaa;
0.664;0.147;aaaaaaaaaa;
0.448;0.29;aaa;
0.97;0.884;aaaaa;
0.846;0.708;aaaaa;
0.224;0.904;aaa;
0.33;0.533;aaaa;
0.375;0.507;aaaaaa;
0.623;0.359;aaaaaaaaaa;
0.556;0.549;aaaa;
0.962;0.905;aaa;
0.552;0.569;aa;
0.598;0.544;aaaaaaaaa;
0.647;0.418;aaaaaaaa;
0.0842;0.779;aaaa;
0.0847;0.257;aaaaaaa;
0.761;0.413;aaaaaaa;
0.595;0.597;aaaaaa;
0.907;0.736;aaaaaa;
0.326;0.856;aaaaaaaaa;
0.145;0.272;aaaaa;
0.125;0.265;aaaa;
0.0821;0.457;aaaaa;
0.327;0.186;a;
0.207;0.709;a;
0.765;0.568;aaaaaa;
0.796;0.863;aaaaaaaa;
0.137;0.183;aaaaaaaaaa;
0.779;0.868;a;
0.26;0.721;aaaaaaaaa;
0.533;0.97;a;
0.0667;0.654;aaaaaaa;
0.49;0.0357;aaaaaaaa;
0.376;0.4;aaaaaaaaaa;
0.357;0.795;aaaaa;
0.563;0.344;aaaaaaaaa;
0.764;0.222;aaaaaaaaaa;
0.293;0.935;aaaaaaa;
0.0578;0.374;aaaaaaa;
0.774;0.493;aaaa;
0.858;0.568;aaaaaaaaa;
0.759;0.721;aaa;
0.368;0.0443;aaaaaaaaa;
0.921;0.432;aa;
0.435;0.0272;aaaaaaaaaa;
0.146;0.061;aaa;
0.0122;0.283;aa;
0.918;0.564;aaaaaaaaaa;
0.321;0.598;aaaaa;
0.293;0.281;aaa;
0.741;0.625;aaaaaa;
0.894;0.849;a;
0.26;0.278;aa;
0.273;0.944;aa;
0.651;0.96;a;
0.534;0.51;aaaaaaaa;
0.304;0.578;aaaa;
0.44;0.384;a;
0.641;0.179;a;
0.899;0.68;aaaaaaaaaa;
0.927;0.0556;a;
0.72;0.222;a;
0.891;0.476;aaa;
0.435;0.45;aaa;
0.201;0.998;aaaaa;
0.0251;0.0568;aaaaa;
0.478;0.0389;aaaaaaa;
0.43;0.474;aaa;
0.0949;0.586;aaa;
0.783;0.921;a;
0.979;0.0177;aaaaaaaaaa;
0.926;0.6;aaa;
0.987;0.732;aaaaaaaa;
0.524;0.423;a;
0.887;0.736;aaaaaaa;
0.955;0.934;aaaaaaaa;
0.847;0.212;a;
0.42;0.135;aaaaaaaaaa;
0.792;0.93;aaaaaaaa;
0.968;0.744;aa;
0.878;0.888;aaaaaa;
0.608;0.395;aaaaaaaaa;
0.836;0.6;aaaaaaa;
0.349;0.0577;aaaa;
0.999;0.0735;aaaaaaaaaa;
0.387;0.138;aaaaaa;
0.767;0.95;aaaaaaaaa;
0.649;0.976;aaaaaaaa;
0.372;0.889;aaaaaaaaaa;
0.431;0.825;aaaaaaaa;
0.829;0.333;a;
0.925;0.0196;a;
0.519;0.476;aaaaaaa;
0.47;0.75;aaa;
0.0694;0.203;aaa;
0.772;0.266;aaaaa;
0.000321;0.901;aaaaaaaa;
0.151;0.847;aa;
0.922;0.0889;aa;
0.409;0.571;aaaaa;
0.806;0.499;aaaaaa;
0.703;0.636;aa;
0.545;0.105;aaa;
0.217;0.398;a;
0.804;0.19;aaaaaaa;
0.622;0.214;aaaaa;
0.733;0.91;aaaa;
0.759;0.328;aaaaaaa;
0.344;0.712;aaaaaaa;
0.225;0.689;aaaaaaaaaa;
0.101;0.0815;aaa;
0.606;0.835;aaaa;
0.032;0.956;a;
0.0111;0.256;aaaaaaaaaa;
0.507;0.786;aaaaaaaaa;
0.967;0.546;aa;
0.885;0.796;aaaa;
0.336;0.377;aaaaaaaaa;
0.472;0.355;aaaaaa;
0.134;0.198;aaaaaaaaaa;
0.379;0.29;a;
0.429;0.574;aaaaaaa;
0.217;0.132;aaa;
0.0275;0.927;a;
0.806;0.201;aaaaaaaa;
0.649;0.103;a;
0.604;0.586;aaaaaaaa;
0.199;0.955;aaaaaaaaa;
0.199;0.88;aaaaaaaaa;
0.194;0.454;aaaaaa;
0.598;0.182;aa;
0.848;0.784;aaaaaaaaa;
0.652;0.343;aaaa;
0.316;0.485;aaaaaaaa;
0.965;0.826;aaaa;
0.446;0.395;aa;
0.232;0.069;a;
0.185;0.238;aa;
