ATT1(float,1);ATT2(float,1);ATT3(string,10);
0.735;0.83;aaaa;
0.79;0.199;aaaaaaaaaa;
0.836;0.549;aaa;
0.0715;0.487;aaa;
0.376;0.0706;aaaaa;
0.413;0.804;aaaaaaa;
0.426;0.258;aaa;
0.716;0.432;aaaaaaa;
0.156;0.0898;aaaa;
0.204;0.267;aaaa;
0.0167;0.0894;aaaaa;
0.717;0.867;aaaaa;
0.536;0.257;aaa;
0.609;0.246;aaaaaaa;
0.16;0.504;aaaaaaaaaa;
0.0364;0.0969;aa;
0.309;0.839;aaaaa;
0.369;0.182;aaaaaaaa;
0.0072;0.789;aaaaaaaaaa;
0.305;0.485;aaaaaaaa;
0.329;0.819;aaaaaaa;
0.721;0.937;aaaaaaaaa;
0.317;0.475;aaaaaaaa;
0.0498;0.241;aaaa;
0.468;0.355;aaaaaaa;
0.636;0.146;aaaaaaaaaa;
0.504;0.0958;aaaaaaaa;
0.954;0.415;aaaaaaa;
0.411;0.704;aaa;
0.619;0.695;aa;
0.865;0.441;aaaaaaaaaa;
0.277;0.79;aaa;
0.0658;0.275;aaaaaaaaaa;
0.398;0.553;aaaaaaaaa;
0.481;0.524;aaaaaaaa;
0.0281;0.327;aaaa;
0.706;0.285;a;
0.572;0.22;aaaaaaaaa;
0.695;0.603;a;
0.599;0.928;aaaaaa;
0.544;0.311;aaaaaaaaa;
0.758;0.0347;aaaaaaaa;
0.564;0.875;aa;
0.36;0.584;aaaaa;
0.225;0.195;aaaaa;
0.117;0.22;aaaaaaa;
0.776;0.317;aaaaa;
0.192;0.545;aa;
0.667;0.511;aa;
0.181;0.303;aaaaaaaaa;
0.876;0.771;aaaaaaaaa;
0.483;0.68;a;
0.668;0.523;aaaaaaa;
0.662;0.271;aaaa;
0.306;0.105;aa;
0.278;0.789;aaaa;
0.743;0.928;aaaaa;
0.624;0.788;aaaaa;
0.157;0.565;aaaa;
0.471;0.945;aaaaaaaaaa;
0.213;0.461;a;
0.0235;0.891;aaaaaaaaa;
0.437;0.219;aaaaaa;
0.957;0.537;aaaaaaa;
0.0971;0.485;aaaa;
0.992;0.266;aaaaaaaaaa;
0.665;0.0864;aaaaa;
0.639;0.303;aaaaaaaaa;
0.652;0.347;aaaaaaaaa;
0.0647;0.934;aaaaaaaaa;
0.912;0.844;aaaa;
0.187;0.576;aaaaaaaaaa;
0.619;0.317;aa;
0.762;0.944;a;
0.876;0.698;aaaaaaaaa;
0.683;0.0727;a;
0.55;0.875;aaaaaaaa;
0.543;0.423;a;
0.886;0.916;aaaaaaa;
0.708;0.702;aaaaaaaaaa;
0.61;0.422;aaa;
0.897;0.887;aaaaa;
0.458;0.742;aa;
0.242;0.937;aaaaa;
0.011;0.297;aaaaaaaaa;
0.996;0.077;aaaaaa;
0.375;0.218;aaaaaa;
0.338;0.256;aaaaa;
0.827;0.172;aaaaaaaa;
0.23;0.536;aaaa;
0.205;0.815;aaaaa;
0.398;0.338;aaaaaaaaa;
0.937;0.76;a;
0.505;0.631;a;
0.52;0.411;aaaaaaaa;
0.0856;0.218;aaaaaa;
0.0515;0.0543;aa;
0.612;0.968;aa;
0.528;0.509;aaaaaaaa;
0.386;0.968;aa;
0.54;0.617;aaaa;
0.246;0.735;aaaaaa;
0.826;0.631;aaa;
0.0287;0.56;aaaaaaaaaa;
0.152;0.587;aaaa;
0.351;0.841;aaaaa;
0.796;0.276;aaaa;
0.599;0.671;aaaaaaa;
0.449;0.103;aaaaaaaaa;
0.584;0.567;aaaaaa;
0.578;0.427;aaaa;
0.513;0.462;aaaaaa;
0.363;0.695;aaaaaa;
0.44;0.302;aaa;
0.399;0.157;aaaaaaaaaa;
0.551;0.586;aaaaa;
0.36;0.759;aaaa;
0.781;0.792;aaaaa;
0.81;0.958;aaaaaaaa;
0.636;0.956;aaa;
0.319;0.463;aaaaa;
0.333;0.105;aaaaaa;
0.257;0.674;aaaaa;
0.345;0.146;aaaaaa;
0.0257;0.866;aaaaaaa;
0.525;0.136;aa;
0.552;0.572;aaa;
0.941;0.503;a;
0.229;0.805;aaaaa;
0.403;0.084;aaaaaaaa;
0.991;0.828;aaaaa;
0.122;0.869;aaaaaaa;
0.965;0.411;aaaaa;
0.142;0.933;aaaaaaaaaa;
0.44;0.699;a;
0.84;0.224;aa;
0.928;0.222;aaaaaaa;
0.117;0.674;aaaaa;
0.74;0.836;aaaa;
0.191;0.407;aa;
0.721;0.0979;aaaaaaaaa;
0.134;0.418;aaaaaa;
0.67;0.364;aaaaaaaa;
0.277;0.395;aaaaaaaaaa;
0.24;0.612;a;
0.0751;0.748;aaaaaaaaaa;
0.689;0.575;aaaaa;
0.603;0.613;aaaaa;
0.582;0.0916;aaaaaaa;
0.268;0.89;aaaaaaaa;
0.82;0.146;aaaaaaa;
0.896;0.707;aaaaaaaa;
0.0567;0.973;aa;
0.821;0.00854;aaaaaaa;
0.49;0.516;aaaa;
0.916;0.275;aa;
0.662;0.283;a;
0.395;0.511;aaaaaaaaaa;
0.133;0.543;aaaa;
0.359;0.146;aa;
0.0649;0.372;aaaaa;
0.46;0.611;aaaaaaa;
0.0726;0.847;aaaaaaaa;
0.869;0.184;aaaaaa;
0.767;0.867;aaaa;
0.936;0.105;aaaaaaa;
0.155;0.826;a;
0.963;0.834;aaa;
0.961;0.81;aaa;
0.415;0.882;aaaaaaa;
0.257;0.591;aaaaaaa;
