ATT1(float,1);ATT2(float,1);ATT3(string,10);
0.891;0.581;aaaaaaaa;
0.183;0.298;aaaaaaaa;
0.547;0.792;aaaaaa;
0.37;0.85;aaaaa;
0.669;0.876;aaaaaaaaaa;
0.405;0.892;aaaaaaaa;
0.324;0.023;aaaaaa;
0.28;0.581;a;
0.654;0.654;aaaaaaa;
0.366;0.252;aaaaaaaaaa;
0.718;0.208;aaaaa;
0.828;0.237;aaaaaaa;
0.613;0.931;aaaaaaaa;
0.752;0.0794;aaaaa;
0.499;0.153;aaaaaaaa;
0.631;0.921;aaaaa;
0.432;0.553;aaaaaa;
0.68;0.592;aaaaaaa;
0.476;0.688;aaaa;
0.282;0.31;aaaaaaa;
0.648;0.282;aaaa;
0.0415;0.121;aaaaaaaa;
0.0746;0.411;a;
0.375;0.457;aaa;
0.129;0.0185;aaaaaa;
0.699;0.915;aaaaaa;
0.953;0.122;aaaaaaa;
0.631;0.564;aaa;
0.0888;0.668;aaaaaaaa;
0.916;0.0148;aa;
0.29;0.885;a;
0.267;0.886;a;
0.574;0.667;aaaaaa;
0.566;0.601;aaaaaaaaaa;
0.285;0.562;aaaaaa;
0.733;0.841;aaaaaaaaaa;
0.351;0.224;aaaaaaaaaa;
0.586;0.111;aaaaaaaa;
0.561;0.661;aaaaaaaaa;
0.0181;0.44;aaaa;
0.857;0.344;aaaaa;
0.0646;0.465;aaaaaaaa;
0.422;0.91;aaaaaa;
0.206;0.103;aaa;
0.902;0.0353;aaaaa;
0.0861;0.353;aaaaaaa;
0.729;0.644;aaaaaaaaa;
0.285;0.332;aaaaaaaaaa;
0.693;0.361;a;
0.354;0.92;aaa;
0.388;0.0548;aaaaa;
0.733;0.692;aaaa;
0.212;0.965;aaaaaa;
0.917;0.539;aaaaaaaaa;
0.665;0.517;aaaaaaaa;
0.784;0.532;aaaaaaa;
0.543;0.586;a;
0.845;0.00383;aaaaaaaa;
0.31;0.257;aaaaaaa;
0.308;0.927;aaa;
0.783;0.548;aaaaaaaaaa;
0.351;0.267;aaa;
0.749;0.268;aaaaaaaaa;
0.322;0.799;aaaaaa;
0.832;0.783;aaaaaa;
0.165;0.126;aaaaaaaaa;
0.0474;0.0991;a;
0.612;0.844;aaa;
0.791;0.506;aaaaaaaaa;
0.387;0.635;aaaaaaa;
0.412;0.944;aaaaaaaaa;
0.755;0.828;aaaaaaaaaa;
0.451;0.864;aaaaaa;
0.884;0.868;aaaaaaaaaa;
0.348;0.103;a;
0.364;0.95;aa;
0.847;0.412;aa;
0.477;0.676;aaaaa;
0.24;0.511;aaaaaaaaaa;
0.348;0.845;aaa;
0.279;0.312;aaaaaaa;
0.301;0.229;aaaaa;
0.735;0.697;aaaaaaaaaa;
0.823;0.494;aaa;
0.313;0.29;a;
0.971;0.235;a;
0.204;0.0021;aaaaaa;
0.956;0.626;aaaaaaaa;
0.843;0.533;aa;
0.532;0.954;aa;
0.303;0.599;aaa;
0.651;0.194;aaaaa;
0.61;0.165;aaaaaaaaa;
0.322;0.897;aaaaa;
0.878;0.143;aaaa;
0.212;0.904;aa;
0.886;0.904;aaaaaa;
0.812;0.252;a;
0.316;0.557;aaaaaaaaaa;
0.719;0.63;aaaaaaa;
0.633;0.251;aaa;
0.527;0.301;aaaaaaaa;
0.254;0.499;aaaaaaa;
0.959;0.842;aaaa;
0.526;0.849;aaaa;
0.895;0.282;a;
0.311;0.0188;aaaa;
0.715;0.62;aaaaaaaa;
0.478;0.0739;aaaaaa;
0.0852;0.846;aaaaaaaaaa;
0.472;0.763;aaaaaaa;
0.238;0.0612;aaaaa;
0.475;0.672;aaaaa;
0.231;0.546;aaaaaaaaa;
0.913;0.891;aaaaaaaaaa;
0.355;0.819;aaaaa;
0.961;0.329;aaaaaaaaa;
0.334;0.813;aaaaaa;
0.83;0.201;aaaaaaaaaa;
0.595;0.0993;aaaaa;
0.987;0.217;aaaaaaaaaa;
0.636;0.86;aaaaaaa;
0.303;0.53;aaaa;
0.572;0.902;a;
0.297;0.82;aaaaaaaaaa;
0.397;0.261;aaaaaaa;
0.621;0.538;a;
0.823;0.878;aaaaaaaa;
0.786;0.928;aaaaaaaaa;
0.944;0.788;aaaaaaaaa;
0.0673;0.377;aa;
0.984;0.982;aaa;
0.26;0.546;aaaaaaaa;
0.552;0.282;aaa;
0.133;0.298;a;
0.599;0.035;aaaaaaaaaa;
0.821;0.0863;a;
0.77;0.0618;aaaaaaaaa;
0.45;0.342;aa;
0.365;0.355;aaaaaa;
0.311;0.0614;aaaaaaaaaa;
0.684;0.388;aaaaaaaaa;
0.612;0.0375;aaaaaaaaaa;
0.939;0.449;aaaaa;
0.55;0.659;aaaaaaaa;
0.459;0.402;aaaaaaaaa;
0.606;0.168;aaa;
0.63;0.145;aaaaaa;
0.795;0.115;aaaaa;
0.247;0.996;aaaaa;
0.0408;0.802;aaa;
0.837;0.435;aaaaaaa;
0.636;0.543;aaaaaaa;
0.861;0.208;aaa;
0.254;0.22;aaa;
0.411;0.503;aa;
0.841;0.129;aaaaaaaaaa;
0.812;0.507;aaaaaa;
0.717;0.0241;aaaaaaaaaa;
0.992;0.639;aaaaaaaa;
0.651;0.926;aaa;
0.298;0.847;aaa;
0.0172;0.838;aaaaaaaaaa;
0.155;0.0214;aaaa;
0.625;0.501;aaaaaaaaaa;
0.888;0.692;aaa;
0.165;0.142;aaaaa;
0.415;0.345;a;
0.659;0.577;aaa;
0.0882;0.303;aaaaaa;
0.986;0.258;aaa;
0.458;0.475;aaaaaaaaaa;
0.427;0.758;aaaaa;
0.604;0.0329;aaaaaa;
0.439;0.702;aaaaaaaaaa;
0.344;0.0282;aaaaa;
0.358;0.231;aaaaaaaa;
0.379;0.228;aaaaaaa;
0.261;0.193;aaaaaa;
0.119;0.819;aaaaaaaaa;
0.426;0.291;a;
0.548;0.377;aaaaaaaa;
0.453;0.515;aaaaaaa;
0.688;0.75;aaaaaaaaaa;
0.654;0.103;aaaaaaa;
0.164;0.7;aaaaaaa;
0.152;0.992;aaaaa;
0.786;0.185;aaaaaaaaa;
0.0175;0.272;a;
0.341;0.242;a;
0.229;0.73;aaaaaaaa;
0.444;0.051;a;
0.582;0.515;aaaaaaaaa;
0.0239;0.894;aaaaaaa;
0.2;0.789;aaaaaaaa;
0.19;0.443;aaaaaaaa;
0.287;0.468;a;
0.101;0.661;aaaaa;
0.732;0.389;aaaaaaaaa;
0.855;0.962;aaaaaaa;
0.167;0.381;aa;
0.17;0.883;a;
0.625;0.173;aaa;
0.658;0.497;aaaaaa;
0.697;0.798;aaaaa;
0.176;0.0422;aaaaa;
0.728;0.331;aaaaa;
0.802;0.503;aa;
0.563;0.18;aaaaaa;
0.329;0.033;aaa;
0.669;0.859;aaaaaaaaaa;
0.536;0.946;a;
0.00853;0.0348;aaaaa;
0.402;0.906;a;
0.783;0.378;aaaaaaa;
0.991;0.102;a;
0.387;0.814;aaaaa;
0.503;0.351;aaaaaaaaa;
0.672;0.789;aaaaaaaaa;
0.494;0.456;aaaaa;
0.996;0.235;aaaa;
0.0735;0.158;aaaaa;
0.967;0.125;aaaa;
0.367;0.74;aaaaaaaaaa;
0.45;0.257;aaaaaaaaa;
0.637;0.564;aaaaaaa;
0.965;0.497;a;
0.987;0.374;aa;
0.375;0.744;aaa;
0.874;0.743;aaaaaaa;
0.853;0.114;aaaaaa;
0.71;0.589;aaa;
0.695;0.921;aaaaaaa;
0.539;0.456;aaaa;
0.46;0.834;aaaaaaaaaa;
0.248;0.545;aaaaaaaa;
0.632;0.145;aaaaa;
0.424;0.929;aaaaaa;
0.826;0.169;aaaaaaa;
0.994;0.82;aaaa;
0.716;0.787;aaaaaaa;
0.229;0.588;aaaaa;
0.339;0.821;aaa;
0.975;0.951;aaaaaaaa;
0.824;0.598;aaaaaaaaa;
0.369;0.44;aaa;
0.0348;0.487;aaaa;
0.342;0.587;a;
0.584;0.97;aa;
0.583;0.846;aaaaaaaaa;
0.665;0.818;aaa;
0.13;0.485;aaaaa;
0.414;0.348;aaaaaaaa;
0.245;0.104;aaaaaaaaa;
0.242;0.0691;aaaaaaaaaa;
0.138;0.167;aaaaaaaaa;
0.849;0.642;aaaaa;
0.383;0.468;aaaaaa;
0.629;0.076;aaaaaaaaa;
0.973;0.481;aaaaaaaa;
0.327;0.545;aaaaaaa;
0.613;0.244;aaaa;
0.318;0.371;aaaaaaaa;
0.176;0.218;aaaaaaaaaa;
0.651;0.843;aaa;
0.048;0.211;aa;
0.634;0.253;aaaa;
0.994;0.00627;a;
0.439;0.604;aa;
0.837;0.477;aa;
0.879;0.645;aaaaaa;
0.657;0.181;aaaaaaa;
0.689;0.847;aaa;
0.532;0.313;aaaaaaaaa;
0.471;0.41;a;
0.965;0.0282;a;
0.194;0.838;aaaaa;
0.564;0.908;aaaaaaaaaa;
0.868;0.319;aaaaaa;
0.311;0.371;aaaaaaaaaa;
0.855;0.886;aaaa;
0.632;0.385;aaaa;
0.448;0.961;aaaaaaa;
0.86;0.701;aaaaaaaa;
0.943;0.524;a;
0.547;0.535;aaaaaaa;
0.846;0.437;aaaaa;
0.381;0.73;aaaaaaa;
0.858;0.23;a;
0.00995;0.396;aaaaa;
0.752;0.0515;aa;
0.475;0.984;aaaa;
0.582;0.15;aaaaaaaaaa;
0.907;0.982;aa;
0.276;0.458;aaaaaaa;
0.281;0.592;a;
0.478;0.421;aa;
0.453;0.133;aaaaaaaaaa;
0.821;0.662;aaaaa;
0.659;0.804;aaaaaaaa;
0.99;0.425;aaaa;
0.134;0.853;aaaa;
0.934;0.255;aa;
0.738;0.523;aaaaaa;
0.751;0.165;aaaaaaaa;
0.0491;0.344;aaaaaaaaaa;
0.0562;0.245;aaaaaa;
0.133;0.934;aaa;
0.299;0.558;aaaa;
0.0226;0.284;aaaa;
0.58;0.742;aaaaaa;
0.0722;0.749;aaa;
0.288;0.194;aaaaaaaaaa;
0.0528;0.0238;aaa;
0.398;0.771;aaaaaaaa;
0.641;0.949;aaaaa;
0.0884;0.213;a;
0.94;0.42;aaaaaa;
0.0625;0.22;aaaaaa;
0.616;0.111;aaaa;
0.565;0.499;aaaaaaaaaa;
0.00302;0.952;aa;
0.36;0.668;aaaaaaa;
0.427;0.98;aaaaaaaaa;
0.937;0.306;aaaaaaaaa;
0.551;0.204;aaaaaaa;
0.872;0.33;a;
0.223;0.759;aaaaaaaaaa;
0.602;0.458;aaaaaaa;
0.472;0.544;aaaaaa;
0.982;0.306;aaaaaaa;
0.932;0.186;aaaaa;
0.507;0.977;aaaaaa;
0.549;0.224;aaaa;
0.148;0.55;a;
0.0796;0.549;aaaaaa;
0.355;0.409;aaaa;
0.244;0.401;aaaaaaaaaa;
0.323;0.143;aaaaaaaaaa;
0.597;0.35;a;
0.102;0.716;aa;
0.535;0.832;aa;
0.699;0.914;aaaa;
0.872;0.231;aa;
0.864;0.327;aaaaaaaa;
0.0752;0.391;aaaaaaaa;
0.649;0.49;aaaaaaaa;
0.645;0.221;aaaaaaaaaa;
0.877;0.277;aaaaaa;
0.896;0.967;aaaaaaaaa;
0.774;0.187;aaaaaaaaa;
0.441;0.356;aaaaa;
0.467;0.5;aaaaaaaaaa;
0.147;0.396;aaaaaaaaaa;
0.216;0.396;aaaaaaaaa;
0.466;0.783;aa;
0.251;0.809;aaaaaaaaa;
0.499;0.592;aaaaaaaaaa;
0.438;0.0619;aaaaaaa;
0.361;0.209;a;
0.748;0.459;aaaaaaaaa;
0.499;0.943;aaaaa;
0.321;0.161;aaaaa;
0.599;0.206;aaaaaaaa;
0.354;0.433;aaaaaaaa;
0.878;0.65;aaaaaaa;
0.0769;0.684;aaaaaaaaaa;
0.438;0.0277;aaaaaa;
0.252;0.825;aaaaaaaaa;
0.74;0.758;aaaaaaaaaa;
0.791;0.834;aaaaa;
0.834;0.0578;aa;
0.184;0.024;aaaaaaaaaa;
0.678;0.128;aaaaaaaa;
0.0436;0.613;aaaa;
0.209;0.21;aaaaaaa;
0.249;0.77;aaaaaaa;
0.733;0.354;aaaaaaaaa;
