ATT1(float,1);ATT2(float,1);ATT3(string,10);
0.592;0.157;aaaaaaaaa;
0.896;0.52;aaaa;
0.426;0.836;aaaaaaaa;
0.104;0.645;aaaa;
0.0189;0.172;aaaaaaaaaa;
0.409;0.332;aaaaaaaaa;
0.614;0.724;aaaaaa;
0.116;0.221;a;
0.662;0.00161;aaa;
0.674;0.256;aa;
0.665;0.603;aaaaaaaaa;
0.419;0.703;aaaaaaaa;
0.747;0.671;aaaaaaaaa;
0.603;0.433;aaaaaaaaa;
0.981;0.308;aaaaaa;
0.256;0.709;aaaaa;
0.615;0.589;aaa;
0.839;0.9;aaaaaaaa;
0.968;0.225;aaaaaaa;
0.613;0.938;a;
0.573;0.618;aaaaaaaa;
0.355;0.913;aa;
0.923;0.317;aaa;
0.41;0.337;aaa;
0.0353;0.421;aaaa;
0.972;0.578;aaaaaaaa;
0.98;0.397;aaaa;
0.123;0.485;aaaa;
0.562;0.671;aa;
0.918;0.168;a;
0.205;0.114;aaaaaaa;
0.358;0.884;aaaaaaaa;
0.669;0.601;aaaaaaaa;
0.935;0.398;aaa;
0.26;0.579;aaaaaaaa;
0.858;0.808;aa;
0.828;0.197;aaaaaaaaa;
0.522;0.0545;a;
0.832;0.516;aaaaaa;
0.602;0.243;aaaa;
0.678;0.292;aa;
0.109;0.517;a;
0.124;0.545;aaaaaaaaaa;
0.875;0.0682;aaaaaaaa;
0.175;0.905;aaaaaaaaa;
0.286;0.46;aaaa;
0.62;0.678;aaaaaaaaaa;
0.825;0.429;aaaaaaaaaa;
0.835;0.116;aaaaaaa;
0.948;0.671;aaaaaaaaaa;
0.706;0.12;aaaaaaa;
0.463;0.514;aa;
0.619;0.0922;aaa;
0.0664;0.333;a;
0.573;0.635;aaaaaaaa;
0.371;0.334;aaaaa;
0.516;0.142;aa;
0.064;0.552;aaaaaa;
0.137;0.804;aaaa;
0.175;0.156;aaaaaaaa;
0.502;0.884;aaa;
0.176;0.345;aaaa;
0.155;0.14;aaaaaaa;
0.934;0.565;aaaaaaaaa;
0.816;0.898;aaaa;
0.676;0.467;aaaaaaaaaa;
0.263;0.728;aaaaaaaa;
0.524;0.876;aaaa;
0.11;0.951;aaaaa;
0.709;0.759;aaa;
0.0572;0.193;aaaa;
0.618;0.876;aaaaaaaa;
0.232;0.649;aaaaaaaaaa;
0.958;0.985;aaa;
0.106;0.845;aaaa;
0.444;0.29;aa;
0.829;0.298;aaaaaaa;
0.782;0.205;aaaaaaaaa;
0.297;0.812;aaa;
0.187;0.109;aaaaaa;
0.00278;0.87;aaaaaaa;
0.723;0.0354;aa;
0.408;0.505;aaaaa;
0.774;0.519;aaaaa;
0.937;0.965;aaaaaaa;
0.558;0.255;aaaaaaa;
0.153;0.0091;aaaaaaaaa;
0.616;0.576;aaaaaaaaaa;
0.406;0.844;aaaaaaaaaa;
0.0433;0.913;aaaaa;
0.722;0.988;aaaaaaaaa;
0.412;0.0108;aaaaaaaaaa;
0.812;0.596;aaaaaaaaaa;
0.556;0.474;aaaaaaaaaa;
0.00434;0.252;aaaaaaaaaa;
0.45;0.248;aaaaaaa;
0.6;0.951;aaaaa;
0.233;0.967;aa;
0.533;0.281;aaaaaaa;
0.552;0.668;a;
0.935;0.887;a;
0.632;0.0358;aaaaaa;
0.597;0.679;a;
0.054;0.225;aaaa;
0.117;0.793;aaa;
0.085;0.771;aaaaaaa;
0.714;0.433;aaaaaaaaa;
0.635;0.442;aa;
0.801;0.526;aaaa;
0.928;0.293;aa;
0.304;0.225;aaaaaaaa;
0.791;0.451;aaa;
0.637;0.158;aaaaaa;
0.0303;0.134;aaaaaaa;
0.513;0.0155;aa;
0.577;0.872;aaaaa;
0.777;0.531;aaaa;
0.534;0.379;a;
0.941;0.812;a;
0.879;0.234;aaaaaaaa;
0.953;0.393;aaaaaaaaaa;
0.141;0.255;aaaaaaaaa;
0.978;0.472;aaa;
0.387;0.643;aaaaaaaaa;
0.461;0.82;aa;
0.546;0.426;aa;
0.599;0.665;aaaaa;
0.105;0.835;aaa;
0.449;0.722;aaaaa;
0.478;0.372;aaaaaa;
0.156;0.327;a;
0.966;0.912;aaaaaaaa;
0.84;0.666;a;
0.626;0.466;aa;
0.444;0.947;aa;
0.925;0.0859;aaa;
0.202;0.935;aaaaa;
0.922;0.58;aaaaaa;
0.0905;0.0376;aaa;
0.208;0.78;aaaaaaaaa;
0.7;0.0297;aaaa;
0.401;0.234;aaaaa;
0.605;0.112;aaaaaaa;
0.859;0.183;aaa;
0.666;0.0954;aaaaa;
0.149;0.743;aaaaaaa;
0.0493;0.275;aaaaa;
0.401;0.0334;aaaaaaaaa;
0.394;0.332;aaaaaaaaaa;
0.955;0.656;aaaaaaaa;
0.12;0.189;aaaaa;
0.994;0.0435;aaa;
0.0101;0.0576;aaaaaaaa;
0.84;0.538;a;
0.137;0.619;aaaaaaaaaa;
0.145;0.366;aaaaaaa;
0.631;0.429;aaaaaaaa;
0.0817;0.0756;aaaaaaaaaa;
0.806;0.482;aaaaaaaa;
0.284;0.838;aaaaaaaa;
0.93;0.164;aaaaa;
0.602;0.946;a;
0.448;0.151;aaaaaaaaa;
0.483;0.525;a;
0.434;0.797;aaa;
0.541;0.676;aaaaaaaaa;
0.533;0.958;aa;
0.155;0.802;aaaaaaaaaa;
0.323;0.246;aaaaaa;
0.562;0.913;aaaa;
0.0552;0.785;aa;
0.368;0.672;a;
0.583;0.182;aaaaaaaaaa;
0.208;0.649;aaaaa;
0.0229;0.405;aaa;
0.865;0.137;a;
0.0835;0.426;a;
0.263;0.448;aaaaaaa;
0.854;0.541;aaaaaa;
0.169;0.778;aaaaa;
0.144;0.135;aa;
0.899;0.165;aaaaaaaaa;
0.99;0.894;a;
0.555;0.553;aaa;
0.157;0.617;aaaaaaaaa;
0.953;0.942;aaaaaa;
0.664;0.0298;aaaa;
0.908;0.117;aaaaaaaaaa;
0.562;0.199;aa;
0.559;0.00415;aaaaaaa;
0.233;0.411;aaaaaaaaaa;
0.273;0.285;aaa;
0.216;0.66;aaaaaa;
0.642;0.0559;aaaa;
0.648;0.401;aaaaaaaa;
0.0805;0.929;aaaaa;
0.205;0.756;aa;
0.0602;0.591;aaaaaaaaaa;
0.553;0.285;aa;
0.574;0.681;aaaaaaaaaa;
0.248;0.417;aaaa;
0.786;0.946;aaa;
0.145;0.335;aaa;
0.794;0.239;aaaaaaa;
0.997;0.979;aaaaa;
0.676;0.576;aa;
0.308;0.298;aaa;
0.944;0.783;aaaaaaaaaa;
0.486;0.84;aaaaaaaa;
0.93;0.175;aaaaaaa;
0.0081;0.5;aaaaa;
0.318;0.376;aaaaaa;
0.316;0.647;aaaaa;
0.47;0.331;aaaaaaa;
0.86;0.44;aa;
0.0967;0.173;aaaaa;
0.735;0.552;aaaaaaaa;
0.335;0.257;aa;
0.281;0.491;aaaaaaaa;
0.119;0.00127;aaa;
0.575;0.0925;a;
0.246;0.233;aaaaaaaa;
0.818;0.165;aaa;
0.943;0.998;aaaaaaaaa;
0.151;0.612;aaaaa;
0.42;0.162;aaaaaaaaaa;
0.23;0.861;aaaaaaaa;
0.818;0.851;aaaa;
0.413;0.58;aa;
0.028;0.179;aaaaaaa;
0.999;0.282;aaaaaaa;
0.214;0.0887;aa;
0.205;0.867;a;
0.231;0.866;aaaaaaaaa;
0.688;0.983;aaaa;
0.21;0.594;aaa;
0.541;0.597;aaa;
0.169;0.34;aaaa;
0.767;0.155;aaaaaaaa;
0.961;0.824;aaaaaaaaa;
0.603;0.319;aaaaa;
0.989;0.819;aaa;
0.278;0.355;aaaaaaa;
0.997;0.195;aaaaaaaaa;
0.266;0.00321;aaaaaaaa;
0.955;0.24;aaaaaa;
0.839;0.463;aa;
0.976;0.87;aaa;
0.531;0.243;aaaaaaa;
0.745;0.576;aaaaaaaaaa;
0.0183;0.0904;aaaaaaa;
0.68;0.68;a;
0.121;0.994;aaaaa;
0.775;0.0387;aaaa;
0.693;0.865;aaaaa;
0.325;0.51;aaaaaa;
0.603;0.171;aa;
0.458;0.49;aaaaaaa;
0.563;0.949;a;
0.783;0.134;a;
0.854;0.354;aaa;
0.405;0.639;aaaaaaaaa;
0.856;0.86;aaaaaaaaaa;
0.605;0.0415;aaaa;
0.435;0.981;aaaaa;
0.0489;0.913;aaaaaaaaaa;
0.865;0.903;aaaa;
0.0735;0.799;aaaaaaaaa;
0.448;0.118;aaaaa;
0.23;0.361;aaaaaaaa;
0.968;0.498;aaaaaaaa;
0.0478;0.225;aaaa;
0.0984;0.365;aaaaaaaaa;
0.469;0.168;aaaaaaaaa;
0.0805;0.47;aaaaaaaaaa;
0.454;0.723;aaaaaaaa;
0.364;0.299;aaaaaaaaaa;
0.489;0.777;aaaaaaaaa;
0.701;0.972;aa;
0.994;0.886;aaaaaaaa;
0.687;0.866;aa;
0.961;0.675;aaaaaaaa;
0.299;0.404;aaaaaaaaaa;
0.437;0.499;aaaaaaaaa;
0.112;0.666;aaaaaaaaaa;
0.164;0.811;aaaaaaaaa;
0.586;0.724;aaaaaaaa;
0.53;0.293;aaa;
0.0979;0.793;aaaaaaa;
0.304;0.0822;aaaaaaaaaa;
0.677;0.789;aaaaaa;
0.641;0.646;aaaaaa;
0.0587;0.83;aaa;
0.894;0.0127;aaaaaaaaaa;
0.338;0.846;aaaaaaaa;
0.219;0.6;aaaaaaa;
0.812;0.998;aaaaaa;
0.488;0.205;aaaaaaa;
0.206;0.717;aaaaaaaaaa;
0.781;0.454;aa;
0.0442;0.944;aaa;
0.188;0.959;aaaaaa;
0.155;0.247;aaaaaaaaaa;
0.0503;0.629;aaaaaaaaa;
0.251;0.456;aaaaaaaaaa;
0.309;0.76;aaaaaaaaaa;
0.0247;0.857;aaaaa;
0.808;0.845;aaaaaaaaaa;
0.135;0.0293;aaaaa;
0.0401;0.401;aaaaaa;
0.367;0.33;aaaaa;
0.703;0.901;aa;
0.939;0.726;aaaaa;
0.144;0.197;aaaaaa;
0.042;0.136;aaaaaa;
0.0771;0.382;aaaaaaaaaa;
0.132;0.523;aaaaaaaa;
0.654;0.0878;aa;
0.364;0.0996;aaaaa;
0.144;0.657;aaaaaaaaa;
0.92;0.582;aaaaaaaaaa;
0.321;0.382;aaaaaaaaaa;
0.526;0.853;aaaaa;
0.42;0.184;aaaaaaa;
0.0443;0.565;aa;
0.629;0.806;aaaaaaaa;
0.605;0.352;aaaaa;
0.529;0.257;a;
0.147;0.203;aaaaaaa;
0.595;0.843;aaaa;
0.968;0.423;aaaaaaaaa;
0.224;0.424;aa;
0.658;0.664;aaaaaa;
0.721;0.835;aa;
0.303;0.921;aaaa;
0.186;0.905;aaaa;
0.675;0.512;aaaaaaaa;
0.375;0.138;aaaaaaaa;
0.916;0.468;aaaaaaa;
0.532;0.053;aa;
0.57;0.884;aaaaaa;
0.866;0.956;aaaa;
0.945;0.432;aaaaaaa;
0.258;0.136;aaaaa;
0.0157;0.21;aaaaaaaaa;
0.369;0.643;aaa;
0.943;0.945;aaaaaa;
0.346;0.948;aa;
0.174;0.809;aaa;
0.778;0.561;aaaaaaaaaa;
0.7;0.242;aaaaaaa;
0.176;0.137;aaaaaaa;
0.868;0.598;aaaa;
0.716;0.119;aaaa;
0.0228;0.637;aaaaaaaa;
0.16;0.209;a;
0.211;0.801;aaaaaaa;
0.537;0.261;aaaaaaaaaa;
0.0112;0.501;aaaa;
0.171;0.915;aaaaaaaaa;
0.808;0.257;aaaaaaa;
0.365;0.902;aaa;
0.124;0.155;aa;
0.683;0.231;aaa;
0.518;0.846;aaaaaa;
0.919;0.186;aaaaaaa;
0.894;0.567;aaaaaaa;
0.351;0.292;aaaaaaaaa;
0.828;0.408;aaaa;
0.708;0.735;aaaaaaaaa;
0.975;0.857;aaaa;
0.0523;0.288;aaaaaa;
0.549;0.379;aaaaaaaaaa;
0.0773;0.433;a;
0.415;0.812;a;
0.737;0.806;aaaaa;
0.898;0.299;aaaaaaaaa;
0.987;0.874;aaaaa;
0.83;0.959;aa;
0.177;0.536;aaaaaaaa;
0.568;0.986;aa;
0.189;0.344;aaaaaa;
0.221;0.453;a;
0.121;0.319;aaa;
0.334;0.135;aaaaaaaaa;
0.54;0.86;aaaaaaa;
0.854;0.768;aaaaaaaaa;
0.11;0.652;aaaaa;
0.944;0.195;aa;
0.432;0.916;aaaaaaaa;
0.233;0.818;aaaaa;
0.3;0.877;a;
0.843;0.62;aaaaaaaa;
0.816;0.794;aaaaaaa;
0.519;0.567;aaaaa;
0.883;0.492;aaaaaaa;
0.647;0.0316;aaaaaa;
0.207;0.69;aaaa;
0.81;0.153;aaaaaaa;
0.887;0.826;aaaaaaaaa;
0.195;0.67;aaaaaaaaa;
0.368;0.572;a;
0.302;0.323;aa;
0.0659;0.554;aaaa;
0.495;0.329;aaaaaaaa;
0.64;0.366;aaaaa;
0.128;0.638;aaaaaaaa;
0.623;0.223;aaaaaa;
0.421;0.184;aaaaaaaa;
0.573;0.841;aaaaaaa;
0.702;0.0344;aaaa;
0.749;0.285;aaaa;
0.936;0.83;aaa;
0.867;0.771;aaaaaa;
0.479;0.726;aaaaaaa;
0.283;0.705;aaaaaa;
0.132;0.0704;aa;
0.562;0.326;aaaa;
0.942;0.846;aaaa;
0.777;0.457;aaaaaaaaaa;
0.492;0.278;aaaa;
0.533;0.671;aaaaaa;
0.155;0.372;aaaaaaaaaa;
0.0618;0.109;a;
0.962;0.129;aaaaaaaaa;
0.241;0.274;aaaaaa;
0.389;0.903;aaa;
0.179;0.472;aaaaa;
0.0927;0.927;aaaaa;
0.235;0.404;aa;
0.143;0.0831;aaaa;
0.222;0.561;aaaaaa;
0.991;0.274;aaaaaa;
0.788;0.078;aaaaaaaa;
0.192;0.525;aaa;
0.206;0.397;aaaaaaaaa;
0.942;0.586;aaaaaaaaaa;
0.366;0.265;aa;
0.885;0.606;aaaaaa;
0.432;0.3;aa;
0.716;0.929;aaaa;
0.646;0.459;aaaaaa;
0.629;0.102;aaaaaaa;
0.379;0.0043;aaaaaa;
0.344;0.452;aa;
0.512;0.608;aaaaaaaaaa;
0.834;0.912;aaaa;
0.915;0.831;aaaa;
0.697;0.517;aaa;
0.195;0.231;a;
0.159;0.000958;aaaaaaaaaa;
0.164;0.144;aa;
0.302;0.967;aaaaaaa;
0.788;0.344;aaaaaaa;
0.4;0.349;a;
0.002;0.835;aaaa;
0.49;0.174;aaaaaaa;
0.00708;0.703;a;
0.707;0.737;aaaaaaaa;
0.633;0.767;aaaaaaa;
0.0499;0.0359;aaaaaa;
0.865;0.0265;aaaaaa;
0.0198;0.0867;aaaaaa;
0.651;0.0961;aaaaa;
0.583;0.904;aa;
0.223;0.263;aaa;
0.458;0.281;aa;
0.115;0.912;aaaaaaaaaa;
0.884;0.491;aaaaaaaaa;
0.88;0.374;aaaaaaaaa;
0.192;0.365;aaaaaa;
0.0415;0.754;aaaaa;
0.23;0.0368;aaa;
0.676;0.936;aaaaaaa;
0.613;0.998;aaaaa;
0.504;0.965;aaa;
0.327;0.15;aaaaaa;
0.993;0.975;aaa;
0.861;0.884;aaaaa;
0.703;0.22;aaaaaaa;
0.656;0.795;aaaaaaaaa;
0.798;0.221;aaaaa;
0.971;0.47;aaaaaaaaaa;
0.113;0.0201;aa;
0.44;0.838;aaa;
0.698;0.758;aaaa;
0.174;0.441;aaaaaaa;
0.0358;0.131;aaaa;
0.528;0.93;aaaaaaa;
0.0832;0.0287;aaaaaaaaaa;
0.723;0.116;aaa;
0.325;0.773;aaaaaaaaaa;
0.222;0.107;aaaaaaaaaa;
0.000526;0.814;aaaaaaaaaa;
0.838;0.255;aaaaaaaa;
0.216;0.98;aaaaaaaaaa;
0.983;0.914;aa;
0.0996;0.634;a;
0.523;0.881;aaaaa;
0.377;0.184;aaaaa;
0.823;0.459;aaaaaaaa;
0.703;0.738;aaaaa;
0.111;0.647;aaaaaaa;
0.625;0.581;aaaaaa;
0.782;0.875;aaaaaaaa;
0.0171;0.707;aaaaaaaaaa;
0.819;0.276;aaaaaaaa;
0.0635;0.684;aaaaaaa;
0.996;0.425;aaaaaaaa;
0.977;0.469;aa;
0.0909;0.693;aaa;
0.771;0.841;aaaaa;
0.0421;0.187;aaaaa;
0.914;0.145;aaaaaaaa;
0.0821;0.759;aaaa;
0.751;0.0265;aaaa;
0.0697;0.924;aaaaaaaaaa;
0.485;0.104;aaaaaaaaaa;
0.547;0.794;aaaa;
0.542;0.882;aaaaaaaaa;
0.373;0.38;aaaaaa;
0.655;0.228;aaaaaa;
0.788;0.129;aaaaaaaaa;
0.262;0.732;aaaaaaaaa;
0.539;0.6;aaa;
0.603;0.59;aaaaaaaa;
0.965;0.649;aa;
0.607;0.241;aaaaaa;
0.507;0.0826;aaaaaaaaa;
0.193;0.045;aaa;
0.246;0.135;aaaaaa;
0.165;0.126;aaaaaa;
0.845;0.377;aaaa;
0.796;0.14;aaaaaaaaa;
0.737;0.515;aaaaaaaaaa;
0.62;0.715;aaaaaaa;
0.00962;0.31;aaaaaaaaa;
0.078;0.511;aaaaaaa;
0.545;0.72;aaaaa;
0.196;0.865;aaaa;
0.1;0.506;aa;
0.902;0.275;aaaaaa;
0.679;0.0845;aaaaaaaaa;
0.702;0.675;aaaaaaaaaa;
0.153;0.599;aaaaaaaaaa;
0.148;0.63;aaa;
0.478;0.00389;aaaaaaaaaa;
0.372;0.678;aaa;
0.744;0.402;aaaaaaaa;
0.875;0.547;aa;
0.0922;0.307;aaaaaaaa;
0.937;0.838;aaaaaaaaaa;
0.534;0.555;aaaaaaaa;
0.496;0.334;aaaaaa;
0.804;0.992;aa;
0.869;0.65;aa;
0.512;0.906;aaaaaa;
0.765;0.0944;aa;
0.096;0.915;aaaaaaaaa;
0.512;0.203;aaaaaaaa;
0.948;0.771;aaaaaaaaaa;
0.695;0.538;aaa;
0.279;0.52;aaaaaaa;
0.701;0.729;aaaaaa;
0.753;0.0428;aaaaaa;
0.622;0.711;aaaa;
0.316;0.673;aaaaaaa;
0.478;0.39;aaaaaaaaa;
0.871;0.462;aaa;
0.904;0.725;aaaaaa;
0.259;0.0621;aaaaaaaa;
0.905;0.685;aaaaaaaaaa;
0.576;0.403;aaaa;
0.806;0.82;aaaaaaaaa;
0.532;0.551;a;
0.882;0.165;aaaaaaaa;
0.351;0.866;a;
0.0578;0.0567;aaaaa;
0.569;0.864;a;
0.159;0.0725;aa;
0.897;0.831;aaaaaaaaa;
0.927;0.317;aaaaaaaaa;
0.692;0.721;aaaaaaaaaa;
0.692;0.732;aaaa;
0.259;0.0231;aaaaaaaaaa;
0.886;0.0575;aaaaaaa;
0.945;0.666;a;
0.824;0.412;aaaa;
0.0572;0.872;aa;
0.819;0.178;aaaaaa;
0.111;0.257;aaaa;
0.645;0.26;aaa;
0.093;0.855;aa;
0.392;0.387;aaaaaaaaaa;
0.806;0.591;aaaaaaaaa;
0.867;0.0341;aa;
0.105;0.79;aaaaaaaaaa;
0.195;0.151;aaaaaaaaa;
0.774;0.0734;aaa;
0.376;0.313;aaaaaaa;
0.319;0.513;aaaaaaaa;
0.224;0.657;aaa;
0.977;0.466;aaaa;
0.00518;0.554;aaaaaaaaa;
0.115;0.179;aaaa;
0.759;0.678;aaaaaaa;
0.72;0.538;aaaaaaaaaa;
0.865;0.52;aaa;
0.815;0.0801;aaaaaaaa;
0.684;0.708;aaaaaaa;
0.997;0.683;aa;
0.449;0.246;aaaaaa;
0.0648;0.351;aaa;
0.719;0.66;aaaaaaaaa;
0.0346;0.839;aaaaaaa;
0.00938;0.6;a;
0.428;0.0858;aa;
0.574;0.565;aaaaaaaaaa;
0.383;0.285;aaa;
0.836;0.999;aaaaa;
0.548;0.114;aaaaaa;
0.231;0.558;aaaaaaa;
0.365;0.52;aa;
0.0658;0.591;aaaa;
0.801;0.000994;aaaaa;
0.529;0.675;aaaaaaaaa;
0.445;0.7;aaaaa;
0.56;0.11;aaaa;
0.711;0.157;aaaaa;
0.517;0.572;aaaaaaaaaa;
0.168;0.895;aaaa;
0.921;0.541;aaaaaaa;
0.41;0.874;aaa;
0.598;0.844;aaaa;
0.507;0.241;a;
0.567;0.771;aaaaaaaa;
0.909;0.751;aaaaaaaaa;
0.397;0.663;aaaa;
0.0453;0.00754;a;
0.994;0.329;aaaa;
0.897;0.966;aaaaa;
0.363;0.884;aaaaaaa;
0.957;0.761;aaaaaaaaaa;
0.71;0.71;a;
0.404;0.874;aaaa;
0.873;0.803;aaaaaaaaaa;
0.744;0.0379;aaaaa;
0.953;0.62;aaaaaaaaaa;
0.933;0.802;a;
0.618;0.691;aaaaaaa;
0.79;0.402;aa;
0.604;0.869;aaaaaaa;
0.303;0.231;aaaaaa;
0.252;0.891;aaaaaaaaa;
0.37;0.295;aaaaaaaaa;
0.193;0.692;aa;
0.464;0.562;aaa;
